sum_error,avg_error,probe_selection,probe_set_number,distance_function,threshold,alpha,104.16.123.96,192.112.36.4,192.203.230.10,192.33.4.12,192.36.148.17,192.5.5.241,192.58.128.30,193.0.14.129,198.41.0.4,198.97.190.53,199.7.83.42,199.7.91.13,199.9.14.201,202.12.27.33
4.0,0.2857142857142857,area,300,verloc_aprox,1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5
4.0,0.2857142857142857,area,300,verloc_aprox,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5
4.0,0.2857142857142857,area,300,verloc_aprox,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5
4.0015029088558505,0.28582163634684643,mesh,1.5,constant_1.52,10,0.7,0.20833333333333337,0.0,0.09999999999999998,0.75,0.0,0.1428571428571429,0.23529411764705888,0.07692307692307676,0.33333333333333337,0.6666666666666667,0.25,0.23809523809523814,0.5,0.5
4.062691752691753,0.2901922680494109,mesh,2,constant_1.52,30,0.7,0.19047619047619047,0.0,0.09090909090909083,0.5,0.2142857142857143,0.16000000000000003,0.05555555555555558,0.15384615384615385,0.33333333333333337,1.0,0.2142857142857143,0.15000000000000002,0.5,0.5
4.062691752691753,0.2901922680494109,mesh,2,constant_1.52,20,0.7,0.19047619047619047,0.0,0.09090909090909083,0.5,0.2142857142857143,0.16000000000000003,0.05555555555555558,0.15384615384615385,0.33333333333333337,1.0,0.2142857142857143,0.15000000000000002,0.5,0.5
4.062691752691753,0.2901922680494109,mesh,2,constant_1.52,-1,0.7,0.19047619047619047,0.0,0.09090909090909083,0.5,0.2142857142857143,0.16000000000000003,0.05555555555555558,0.15384615384615385,0.33333333333333337,1.0,0.2142857142857143,0.15000000000000002,0.5,0.5
4.153799738696764,0.29669998133548314,area,500,constant_1.52,5,0.3,0.13636363636363635,0.0,0.40740740740740744,0.25,0.4,0.30000000000000004,0.2222222222222222,0.5263157894736843,0.25,0.0,0.3571428571428571,0.30434782608695654,0.5,0.5
4.172376832436255,0.2980269166025897,area,500,constant_1.52,30,0.3,0.13636363636363635,0.0,0.40740740740740744,0.25,0.4,0.29032258064516125,0.26315789473684215,0.5263157894736843,0.25,0.0,0.3571428571428571,0.29166666666666663,0.5,0.5
4.172376832436255,0.2980269166025897,area,500,constant_1.52,20,0.3,0.13636363636363635,0.0,0.40740740740740744,0.25,0.4,0.29032258064516125,0.26315789473684215,0.5263157894736843,0.25,0.0,0.3571428571428571,0.29166666666666663,0.5,0.5
4.172376832436255,0.2980269166025897,area,500,constant_1.52,10,0.3,0.13636363636363635,0.0,0.40740740740740744,0.25,0.4,0.29032258064516125,0.26315789473684215,0.5263157894736843,0.25,0.0,0.3571428571428571,0.29166666666666663,0.5,0.5
4.172376832436255,0.2980269166025897,area,500,constant_1.52,-1,0.3,0.13636363636363635,0.0,0.40740740740740744,0.25,0.4,0.29032258064516125,0.26315789473684215,0.5263157894736843,0.25,0.0,0.3571428571428571,0.29166666666666663,0.5,0.5
4.178261782166448,0.29844727015474626,mesh,1.5,constant_1.52,30,0.6,0.20833333333333337,0.0,0.1333333333333333,0.75,0.0714285714285714,0.13793103448275867,0.23529411764705888,0.15384615384615385,0.33333333333333337,0.6666666666666667,0.25,0.23809523809523814,0.5,0.5
4.178261782166448,0.29844727015474626,mesh,1.5,constant_1.52,20,0.6,0.20833333333333337,0.0,0.1333333333333333,0.75,0.0714285714285714,0.13793103448275867,0.23529411764705888,0.15384615384615385,0.33333333333333337,0.6666666666666667,0.25,0.23809523809523814,0.5,0.5
4.178261782166448,0.29844727015474626,mesh,1.5,constant_1.52,-1,0.6,0.20833333333333337,0.0,0.1333333333333333,0.75,0.0714285714285714,0.13793103448275867,0.23529411764705888,0.15384615384615385,0.33333333333333337,0.6666666666666667,0.25,0.23809523809523814,0.5,0.5
4.183187890540832,0.29879913503863087,mesh,1.5,constant_1.52,10,0.6,0.20833333333333337,0.0,0.1333333333333333,0.75,0.0714285714285714,0.1428571428571429,0.23529411764705888,0.15384615384615385,0.33333333333333337,0.6666666666666667,0.25,0.23809523809523814,0.5,0.5
4.19928437514743,0.2999488839391022,mesh,1.5,constant_1.52,5,0.5,0.21739130434782605,0.0,0.2068965517241379,0.6666666666666667,0.1428571428571429,0.14814814814814814,0.1875,0.16666666666666663,0.0,1.0,0.19999999999999996,0.26315789473684215,0.5,0.5
4.207792207792208,0.300556586270872,area,100,constant_1.52,5,0.6,0.0,0.0,0.36363636363636365,1.0,0.25,0.0714285714285714,0.0,0.25,0.0,0.5,0.5,0.2727272727272727,0.5,0.5
4.2182970950025505,0.301306935357325,area,1000,constant_1.52,5,0.1,0.5,0.0,0.38888888888888884,0.25,0.368421052631579,0.3529411764705882,0.25,0.19999999999999996,0.5,0.33333333333333337,0.33333333333333337,0.24137931034482762,0.5,0.0
4.23450257780827,0.3024644698434478,mesh,1,constant_1.52,5,0.5,0.19999999999999996,0.0,0.2647058823529411,0.25,0.4375,0.09677419354838723,0.13043478260869568,0.5,0.6666666666666667,0.0,0.368421052631579,0.31999999999999995,0.5,0.5
4.267124276689494,0.3047945911921067,mesh,2,constant_1.52,30,0.6,0.19047619047619047,0.0,0.17391304347826086,0.5,0.2857142857142857,0.16000000000000003,0.05555555555555558,0.15384615384615385,0.33333333333333337,1.0,0.2142857142857143,0.19999999999999996,0.5,0.5
4.267124276689494,0.3047945911921067,mesh,2,constant_1.52,20,0.6,0.19047619047619047,0.0,0.17391304347826086,0.5,0.2857142857142857,0.16000000000000003,0.05555555555555558,0.15384615384615385,0.33333333333333337,1.0,0.2142857142857143,0.19999999999999996,0.5,0.5
4.267124276689494,0.3047945911921067,mesh,2,constant_1.52,-1,0.6,0.19047619047619047,0.0,0.17391304347826086,0.5,0.2857142857142857,0.16000000000000003,0.05555555555555558,0.15384615384615385,0.33333333333333337,1.0,0.2142857142857143,0.19999999999999996,0.5,0.5
4.273091268279888,0.3052208048771348,mesh,1,constant_1.52,10,0.6,0.16666666666666663,0.0,0.20588235294117652,0.25,0.375,0.09375,0.13043478260869568,0.47058823529411764,0.6666666666666667,0.33333333333333337,0.35,0.23076923076923073,0.5,0.5
4.2987012987013,0.3070500927643785,area,100,constant_1.52,5,0.5,0.0,0.0,0.36363636363636365,1.0,0.25,0.0714285714285714,0.0,0.25,0.0,0.5,0.5,0.36363636363636365,0.5,0.5
4.30985597416224,0.3078468552973029,mesh,1,constant_1.52,30,0.6,0.16666666666666663,0.0,0.20588235294117652,0.25,0.4117647058823529,0.09375,0.13043478260869568,0.47058823529411764,0.6666666666666667,0.33333333333333337,0.35,0.23076923076923073,0.5,0.5
4.30985597416224,0.3078468552973029,mesh,1,constant_1.52,20,0.6,0.16666666666666663,0.0,0.20588235294117652,0.25,0.4117647058823529,0.09375,0.13043478260869568,0.47058823529411764,0.6666666666666667,0.33333333333333337,0.35,0.23076923076923073,0.5,0.5
4.30985597416224,0.3078468552973029,mesh,1,constant_1.52,-1,0.6,0.16666666666666663,0.0,0.20588235294117652,0.25,0.4117647058823529,0.09375,0.13043478260869568,0.47058823529411764,0.6666666666666667,0.33333333333333337,0.35,0.23076923076923073,0.5,0.5
4.32593598389144,0.3089954274208171,area,1000,constant_1.52,5,0.2,0.46875,0.0,0.36111111111111116,0.25,0.368421052631579,0.3529411764705882,0.25,0.19999999999999996,0.5,0.5,0.33333333333333337,0.24137931034482762,0.5,0.0
4.369939125202283,0.3121385089430202,mesh,2,constant_1.52,5,0.5,0.35,0.0,0.2857142857142857,0.5,0.23076923076923073,0.25,0.11111111111111116,0.25,0.0,1.0,0.18181818181818177,0.21052631578947367,0.5,0.5
4.390614940614941,0.3136153529010672,mesh,2,constant_1.52,10,0.5,0.38095238095238093,0.0,0.2727272727272727,0.5,0.23076923076923073,0.25,0.11111111111111116,0.23076923076923073,0.0,1.0,0.2142857142857143,0.19999999999999996,0.5,0.5
4.421373514947684,0.31581239392483457,area,300,constant_1.52,10,0.4,0.2777777777777778,0.0,0.1923076923076923,0.25,0.1875,0.21739130434782605,0.35,0.4285714285714286,0.5,0.33333333333333337,0.2727272727272727,0.4117647058823529,0.5,0.5
4.467282018125404,0.3190915727232432,area,1000,constant_1.52,5,0,0.5454545454545455,0.0,0.4722222222222222,0.25,0.368421052631579,0.3529411764705882,0.25,0.2857142857142857,0.5,0.33333333333333337,0.33333333333333337,0.27586206896551724,0.5,0.0
4.486392333097789,0.3204565952212706,area,1000,constant_1.52,30,0.1,0.5,0.0,0.38888888888888884,0.25,0.368421052631579,0.3529411764705882,0.28,0.19999999999999996,0.5714285714285715,0.5,0.33333333333333337,0.24137931034482762,0.5,0.0
4.486392333097789,0.3204565952212706,area,1000,constant_1.52,20,0.1,0.5,0.0,0.38888888888888884,0.25,0.368421052631579,0.3529411764705882,0.28,0.19999999999999996,0.5714285714285715,0.5,0.33333333333333337,0.24137931034482762,0.5,0.0
4.486392333097789,0.3204565952212706,area,1000,constant_1.52,10,0.1,0.5,0.0,0.38888888888888884,0.25,0.368421052631579,0.3529411764705882,0.28,0.19999999999999996,0.5714285714285715,0.5,0.33333333333333337,0.24137931034482762,0.5,0.0
4.486392333097789,0.3204565952212706,area,1000,constant_1.52,-1,0.1,0.5,0.0,0.38888888888888884,0.25,0.368421052631579,0.3529411764705882,0.28,0.19999999999999996,0.5714285714285715,0.5,0.33333333333333337,0.24137931034482762,0.5,0.0
4.514447538248586,0.3224605384463276,mesh,1,constant_1.52,10,0.5,0.19444444444444442,0.0,0.2647058823529411,0.25,0.4375,0.09677419354838723,0.13043478260869568,0.47058823529411764,0.6666666666666667,0.33333333333333337,0.35,0.31999999999999995,0.5,0.5
4.521373514947683,0.3229552510676917,area,300,constant_1.52,30,0.4,0.2777777777777778,0.0,0.1923076923076923,0.25,0.1875,0.21739130434782605,0.35,0.4285714285714286,0.6,0.33333333333333337,0.2727272727272727,0.4117647058823529,0.5,0.5
4.521373514947683,0.3229552510676917,area,300,constant_1.52,20,0.4,0.2777777777777778,0.0,0.1923076923076923,0.25,0.1875,0.21739130434782605,0.35,0.4285714285714286,0.6,0.33333333333333337,0.2727272727272727,0.4117647058823529,0.5,0.5
4.521373514947683,0.3229552510676917,area,300,constant_1.52,-1,0.4,0.2777777777777778,0.0,0.1923076923076923,0.25,0.1875,0.21739130434782605,0.35,0.4285714285714286,0.6,0.33333333333333337,0.2727272727272727,0.4117647058823529,0.5,0.5
4.523504343355603,0.3231074530968287,area,300,constant_1.52,5,0.4,0.2777777777777778,0.0,0.1923076923076923,0.33333333333333337,0.1875,0.21739130434782605,0.3157894736842105,0.4285714285714286,0.5,0.33333333333333337,0.30000000000000004,0.4375,0.5,0.5
4.527364555320012,0.3233831825228579,area,1000,constant_1.52,30,0.2,0.46875,0.0,0.36111111111111116,0.25,0.368421052631579,0.3529411764705882,0.28,0.19999999999999996,0.5714285714285715,0.6,0.33333333333333337,0.24137931034482762,0.5,0.0
4.527364555320012,0.3233831825228579,area,1000,constant_1.52,20,0.2,0.46875,0.0,0.36111111111111116,0.25,0.368421052631579,0.3529411764705882,0.28,0.19999999999999996,0.5714285714285715,0.6,0.33333333333333337,0.24137931034482762,0.5,0.0
4.527364555320012,0.3233831825228579,area,1000,constant_1.52,10,0.2,0.46875,0.0,0.36111111111111116,0.25,0.368421052631579,0.3529411764705882,0.28,0.19999999999999996,0.5714285714285715,0.6,0.33333333333333337,0.24137931034482762,0.5,0.0
4.527364555320012,0.3233831825228579,area,1000,constant_1.52,-1,0.2,0.46875,0.0,0.36111111111111116,0.25,0.368421052631579,0.3529411764705882,0.28,0.19999999999999996,0.5714285714285715,0.6,0.33333333333333337,0.24137931034482762,0.5,0.0
4.5475357735427036,0.32482398382447886,mesh,1,constant_1.52,30,0.5,0.19444444444444442,0.0,0.2647058823529411,0.25,0.47058823529411764,0.09677419354838723,0.13043478260869568,0.47058823529411764,0.6666666666666667,0.33333333333333337,0.35,0.31999999999999995,0.5,0.5
4.5475357735427036,0.32482398382447886,mesh,1,constant_1.52,20,0.5,0.19444444444444442,0.0,0.2647058823529411,0.25,0.47058823529411764,0.09677419354838723,0.13043478260869568,0.47058823529411764,0.6666666666666667,0.33333333333333337,0.35,0.31999999999999995,0.5,0.5
4.5475357735427036,0.32482398382447886,mesh,1,constant_1.52,-1,0.5,0.19444444444444442,0.0,0.2647058823529411,0.25,0.47058823529411764,0.09677419354838723,0.13043478260869568,0.47058823529411764,0.6666666666666667,0.33333333333333337,0.35,0.31999999999999995,0.5,0.5
4.735377256220643,0.33824123258718874,area,1000,constant_1.52,30,0,0.5454545454545455,0.0,0.4722222222222222,0.25,0.368421052631579,0.3529411764705882,0.28,0.2857142857142857,0.5714285714285715,0.5,0.33333333333333337,0.27586206896551724,0.5,0.0
4.735377256220643,0.33824123258718874,area,1000,constant_1.52,20,0,0.5454545454545455,0.0,0.4722222222222222,0.25,0.368421052631579,0.3529411764705882,0.28,0.2857142857142857,0.5714285714285715,0.5,0.33333333333333337,0.27586206896551724,0.5,0.0
4.735377256220643,0.33824123258718874,area,1000,constant_1.52,10,0,0.5454545454545455,0.0,0.4722222222222222,0.25,0.368421052631579,0.3529411764705882,0.28,0.2857142857142857,0.5714285714285715,0.5,0.33333333333333337,0.27586206896551724,0.5,0.0
4.735377256220643,0.33824123258718874,area,1000,constant_1.52,-1,0,0.5454545454545455,0.0,0.4722222222222222,0.25,0.368421052631579,0.3529411764705882,0.28,0.2857142857142857,0.5714285714285715,0.5,0.33333333333333337,0.27586206896551724,0.5,0.0
4.744409715265255,0.3388864082332325,mesh,1,constant_1.52,5,0.4,0.36111111111111116,0.0,0.37142857142857144,0.25,0.5,0.16129032258064513,0.17391304347826086,0.5,0.6666666666666667,0.0,0.4,0.36,0.5,0.5
4.745363430518096,0.33895453075129256,mesh,1.5,constant_1.52,30,0.5,0.20833333333333337,0.0,0.21875,0.75,0.1428571428571429,0.13793103448275867,0.23529411764705888,0.23076923076923073,0.33333333333333337,1.0,0.25,0.23809523809523814,0.5,0.5
4.745363430518096,0.33895453075129256,mesh,1.5,constant_1.52,20,0.5,0.20833333333333337,0.0,0.21875,0.75,0.1428571428571429,0.13793103448275867,0.23529411764705888,0.23076923076923073,0.33333333333333337,1.0,0.25,0.23809523809523814,0.5,0.5
4.745363430518096,0.33895453075129256,mesh,1.5,constant_1.52,-1,0.5,0.20833333333333337,0.0,0.21875,0.75,0.1428571428571429,0.13793103448275867,0.23529411764705888,0.23076923076923073,0.33333333333333337,1.0,0.25,0.23809523809523814,0.5,0.5
4.75028953889248,0.33930639563517717,mesh,1.5,constant_1.52,10,0.5,0.20833333333333337,0.0,0.21875,0.75,0.1428571428571429,0.1428571428571429,0.23529411764705888,0.23076923076923073,0.33333333333333337,1.0,0.25,0.23809523809523814,0.5,0.5
4.766761016761017,0.3404829297686441,area,100,constant_1.52,30,0.4,0.15384615384615385,0.0,0.5454545454545455,0.33333333333333337,0.375,0.3571428571428571,0.0,0.375,0.0,0.5,0.5714285714285715,0.5555555555555556,0.5,0.5
4.766761016761017,0.3404829297686441,area,100,constant_1.52,20,0.4,0.15384615384615385,0.0,0.5454545454545455,0.33333333333333337,0.375,0.3571428571428571,0.0,0.375,0.0,0.5,0.5714285714285715,0.5555555555555556,0.5,0.5
4.766761016761017,0.3404829297686441,area,100,constant_1.52,10,0.4,0.15384615384615385,0.0,0.5454545454545455,0.33333333333333337,0.375,0.3571428571428571,0.0,0.375,0.0,0.5,0.5714285714285715,0.5555555555555556,0.5,0.5
4.766761016761017,0.3404829297686441,area,100,constant_1.52,-1,0.4,0.15384615384615385,0.0,0.5454545454545455,0.33333333333333337,0.375,0.3571428571428571,0.0,0.375,0.0,0.5,0.5714285714285715,0.5555555555555556,0.5,0.5
4.7788933288933295,0.3413495234923806,mesh,2,constant_1.52,30,0.5,0.38095238095238093,0.0,0.2727272727272727,0.5,0.2857142857142857,0.25,0.11111111111111116,0.23076923076923073,0.33333333333333337,1.0,0.2142857142857143,0.19999999999999996,0.5,0.5
4.7788933288933295,0.3413495234923806,mesh,2,constant_1.52,20,0.5,0.38095238095238093,0.0,0.2727272727272727,0.5,0.2857142857142857,0.25,0.11111111111111116,0.23076923076923073,0.33333333333333337,1.0,0.2142857142857143,0.19999999999999996,0.5,0.5
4.7788933288933295,0.3413495234923806,mesh,2,constant_1.52,-1,0.5,0.38095238095238093,0.0,0.2727272727272727,0.5,0.2857142857142857,0.25,0.11111111111111116,0.23076923076923073,0.33333333333333337,1.0,0.2142857142857143,0.19999999999999996,0.5,0.5
4.792857142857143,0.3423469387755102,mesh,2,verloc_aprox,1,1,0.25,0.0,0.0,1.0,0.19999999999999996,0.19999999999999996,0.1428571428571429,0.0,1.0,1.0,0.0,0.0,0.5,0.5
4.792857142857143,0.3423469387755102,mesh,2,verloc_aprox,1,0.9,0.25,0.0,0.0,1.0,0.19999999999999996,0.19999999999999996,0.1428571428571429,0.0,1.0,1.0,0.0,0.0,0.5,0.5
4.792857142857143,0.3423469387755102,mesh,2,verloc_aprox,1,0.8,0.25,0.0,0.0,1.0,0.19999999999999996,0.19999999999999996,0.1428571428571429,0.0,1.0,1.0,0.0,0.0,0.5,0.5
4.792857142857143,0.3423469387755102,mesh,2,verloc_aprox,1,0.7,0.25,0.0,0.0,1.0,0.19999999999999996,0.19999999999999996,0.1428571428571429,0.0,1.0,1.0,0.0,0.0,0.5,0.5
4.792857142857143,0.3423469387755102,mesh,2,verloc_aprox,1,0.6,0.25,0.0,0.0,1.0,0.19999999999999996,0.19999999999999996,0.1428571428571429,0.0,1.0,1.0,0.0,0.0,0.5,0.5
4.792857142857143,0.3423469387755102,mesh,2,verloc_aprox,1,0.5,0.25,0.0,0.0,1.0,0.19999999999999996,0.19999999999999996,0.1428571428571429,0.0,1.0,1.0,0.0,0.0,0.5,0.5
4.792857142857143,0.3423469387755102,mesh,2,verloc_aprox,1,0.4,0.25,0.0,0.0,1.0,0.19999999999999996,0.19999999999999996,0.1428571428571429,0.0,1.0,1.0,0.0,0.0,0.5,0.5
4.792857142857143,0.3423469387755102,mesh,2,verloc_aprox,1,0.3,0.25,0.0,0.0,1.0,0.19999999999999996,0.19999999999999996,0.1428571428571429,0.0,1.0,1.0,0.0,0.0,0.5,0.5
4.792857142857143,0.3423469387755102,mesh,2,verloc_aprox,1,0.2,0.25,0.0,0.0,1.0,0.19999999999999996,0.19999999999999996,0.1428571428571429,0.0,1.0,1.0,0.0,0.0,0.5,0.5
4.792857142857143,0.3423469387755102,mesh,2,verloc_aprox,1,0.1,0.25,0.0,0.0,1.0,0.19999999999999996,0.19999999999999996,0.1428571428571429,0.0,1.0,1.0,0.0,0.0,0.5,0.5
4.792857142857143,0.3423469387755102,mesh,2,verloc_aprox,1,0,0.25,0.0,0.0,1.0,0.19999999999999996,0.19999999999999996,0.1428571428571429,0.0,1.0,1.0,0.0,0.0,0.5,0.5
4.7965587044534415,0.34261133603238864,mesh,2,constant_1.52,5,0.4,0.4545454545454546,0.0,0.36363636363636365,0.5,0.23076923076923073,0.33333333333333337,0.16666666666666663,0.25,0.0,1.0,0.18181818181818177,0.3157894736842105,0.5,0.5
4.801911132345915,0.3429936523104225,mesh,2,constant_1.52,10,0.4,0.4782608695652174,0.0,0.34782608695652173,0.5,0.23076923076923073,0.33333333333333337,0.16666666666666663,0.23076923076923073,0.0,1.0,0.2142857142857143,0.30000000000000004,0.5,0.5
4.8203541813861435,0.34431101295615313,mesh,1.5,constant_1.52,5,0.4,0.34782608695652173,0.0,0.29032258064516125,0.6666666666666667,0.19999999999999996,0.2857142857142857,0.19999999999999996,0.16666666666666663,0.0,1.0,0.4,0.26315789473684215,0.5,0.5
4.841087344028521,0.3457919531448943,area,100,verloc_aprox,5,0.5,0.2941176470588235,0.0,0.2666666666666667,0.33333333333333337,0.09090909090909083,0.2777777777777778,0.2727272727272727,0.2222222222222222,0.75,1.0,0.33333333333333337,0.0,0.5,0.5
4.841087344028521,0.3457919531448943,area,100,verloc_aprox,5,0.4,0.2941176470588235,0.0,0.2666666666666667,0.33333333333333337,0.09090909090909083,0.2777777777777778,0.2727272727272727,0.2222222222222222,0.75,1.0,0.33333333333333337,0.0,0.5,0.5
4.841087344028521,0.3457919531448943,area,100,verloc_aprox,5,0.3,0.2941176470588235,0.0,0.2666666666666667,0.33333333333333337,0.09090909090909083,0.2777777777777778,0.2727272727272727,0.2222222222222222,0.75,1.0,0.33333333333333337,0.0,0.5,0.5
4.841087344028521,0.3457919531448943,area,100,verloc_aprox,5,0.2,0.2941176470588235,0.0,0.2666666666666667,0.33333333333333337,0.09090909090909083,0.2777777777777778,0.2727272727272727,0.2222222222222222,0.75,1.0,0.33333333333333337,0.0,0.5,0.5
4.841087344028521,0.3457919531448943,area,100,verloc_aprox,5,0.1,0.2941176470588235,0.0,0.2666666666666667,0.33333333333333337,0.09090909090909083,0.2777777777777778,0.2727272727272727,0.2222222222222222,0.75,1.0,0.33333333333333337,0.0,0.5,0.5
4.844275048622874,0.3460196463302053,area,500,constant_1.52,5,0.2,0.18181818181818177,0.0,0.5,0.25,0.4666666666666667,0.4,0.2777777777777778,0.65,0.5,0.0,0.3571428571428571,0.26086956521739135,0.5,0.5
4.877777777777778,0.3484126984126984,mesh,2,constant_1.52,1,1,0.19999999999999996,0.0,0.16666666666666663,1.0,0.19999999999999996,0.19999999999999996,0.11111111111111116,0.0,1.0,1.0,0.0,0.0,0.5,0.5
4.877777777777778,0.3484126984126984,mesh,2,constant_1.52,1,0.9,0.19999999999999996,0.0,0.16666666666666663,1.0,0.19999999999999996,0.19999999999999996,0.11111111111111116,0.0,1.0,1.0,0.0,0.0,0.5,0.5
4.877777777777778,0.3484126984126984,mesh,2,constant_1.52,1,0.8,0.19999999999999996,0.0,0.16666666666666663,1.0,0.19999999999999996,0.19999999999999996,0.11111111111111116,0.0,1.0,1.0,0.0,0.0,0.5,0.5
4.877777777777778,0.3484126984126984,mesh,2,constant_1.52,1,0.7,0.19999999999999996,0.0,0.16666666666666663,1.0,0.19999999999999996,0.19999999999999996,0.11111111111111116,0.0,1.0,1.0,0.0,0.0,0.5,0.5
4.877777777777778,0.3484126984126984,mesh,2,constant_1.52,1,0.6,0.19999999999999996,0.0,0.16666666666666663,1.0,0.19999999999999996,0.19999999999999996,0.11111111111111116,0.0,1.0,1.0,0.0,0.0,0.5,0.5
4.877777777777778,0.3484126984126984,mesh,2,constant_1.52,1,0.5,0.19999999999999996,0.0,0.16666666666666663,1.0,0.19999999999999996,0.19999999999999996,0.11111111111111116,0.0,1.0,1.0,0.0,0.0,0.5,0.5
4.877777777777778,0.3484126984126984,mesh,2,constant_1.52,1,0.4,0.19999999999999996,0.0,0.16666666666666663,1.0,0.19999999999999996,0.19999999999999996,0.11111111111111116,0.0,1.0,1.0,0.0,0.0,0.5,0.5
4.877777777777778,0.3484126984126984,mesh,2,constant_1.52,1,0.3,0.19999999999999996,0.0,0.16666666666666663,1.0,0.19999999999999996,0.19999999999999996,0.11111111111111116,0.0,1.0,1.0,0.0,0.0,0.5,0.5
4.877777777777778,0.3484126984126984,mesh,2,constant_1.52,1,0.2,0.19999999999999996,0.0,0.16666666666666663,1.0,0.19999999999999996,0.19999999999999996,0.11111111111111116,0.0,1.0,1.0,0.0,0.0,0.5,0.5
4.877777777777778,0.3484126984126984,mesh,2,constant_1.52,1,0.1,0.19999999999999996,0.0,0.16666666666666663,1.0,0.19999999999999996,0.19999999999999996,0.11111111111111116,0.0,1.0,1.0,0.0,0.0,0.5,0.5
4.884391146487921,0.34888508189199435,area,500,constant_1.52,30,0.2,0.18181818181818177,0.0,0.5,0.25,0.4666666666666667,0.3870967741935484,0.30000000000000004,0.65,0.5,0.0,0.3571428571428571,0.29166666666666663,0.5,0.5
4.884391146487921,0.34888508189199435,area,500,constant_1.52,20,0.2,0.18181818181818177,0.0,0.5,0.25,0.4666666666666667,0.3870967741935484,0.30000000000000004,0.65,0.5,0.0,0.3571428571428571,0.29166666666666663,0.5,0.5
4.884391146487921,0.34888508189199435,area,500,constant_1.52,10,0.2,0.18181818181818177,0.0,0.5,0.25,0.4666666666666667,0.3870967741935484,0.30000000000000004,0.65,0.5,0.0,0.3571428571428571,0.29166666666666663,0.5,0.5
4.884391146487921,0.34888508189199435,area,500,constant_1.52,-1,0.2,0.18181818181818177,0.0,0.5,0.25,0.4666666666666667,0.3870967741935484,0.30000000000000004,0.65,0.5,0.0,0.3571428571428571,0.29166666666666663,0.5,0.5
4.899910873440286,0.34999363381716325,area,100,verloc_aprox,5,0.9,0.3529411764705882,0.0,0.2666666666666667,0.33333333333333337,0.09090909090909083,0.2777777777777778,0.2727272727272727,0.2222222222222222,0.75,1.0,0.33333333333333337,0.0,0.5,0.5
4.899910873440286,0.34999363381716325,area,100,verloc_aprox,5,0.8,0.3529411764705882,0.0,0.2666666666666667,0.33333333333333337,0.09090909090909083,0.2777777777777778,0.2727272727272727,0.2222222222222222,0.75,1.0,0.33333333333333337,0.0,0.5,0.5
4.899910873440286,0.34999363381716325,area,100,verloc_aprox,5,0.7,0.3529411764705882,0.0,0.2666666666666667,0.33333333333333337,0.09090909090909083,0.2777777777777778,0.2727272727272727,0.2222222222222222,0.75,1.0,0.33333333333333337,0.0,0.5,0.5
4.899910873440286,0.34999363381716325,area,100,verloc_aprox,5,0.6,0.3529411764705882,0.0,0.2666666666666667,0.33333333333333337,0.09090909090909083,0.2777777777777778,0.2727272727272727,0.2222222222222222,0.75,1.0,0.33333333333333337,0.0,0.5,0.5
4.918033273915627,0.35128809099397335,area,100,verloc_aprox,5,1,0.3529411764705882,0.0,0.2666666666666667,0.33333333333333337,0.09090909090909083,0.23529411764705888,0.33333333333333337,0.2222222222222222,0.75,1.0,0.33333333333333337,0.0,0.5,0.5
4.950527611363524,0.3536091150973946,area,100,verloc_aprox,5,0,0.2941176470588235,0.0,0.2666666666666667,0.33333333333333337,0.09090909090909083,0.3157894736842105,0.2727272727272727,0.2222222222222222,0.75,1.0,0.33333333333333337,0.0714285714285714,0.5,0.5
5.0,0.35714285714285715,area,1000,constant_1.52,0.5,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5
5.0,0.35714285714285715,area,1000,constant_1.52,0.5,0.9,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5
5.0,0.35714285714285715,area,1000,constant_1.52,0.5,0.8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5
5.0,0.35714285714285715,area,1000,constant_1.52,0.5,0.7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5
5.0,0.35714285714285715,area,1000,constant_1.52,0.5,0.6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5
5.0,0.35714285714285715,area,1000,constant_1.52,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5
5.0,0.35714285714285715,area,1000,constant_1.52,0.5,0.4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5
5.0,0.35714285714285715,area,1000,constant_1.52,0.5,0.3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5
5.0,0.35714285714285715,area,1000,constant_1.52,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5
