,target,probes_file,probe_selection,probe_set_number,threshold,alpha,Accuracy,Precision,Recall,F1,distance_function,gt_instances_in_region,filename
311,192.112.36.4,North-Central_100.json,area,100.0,-1.0,0.4,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_100_52071422_0.4_-1.0_0_root_servers_G.json
312,192.112.36.4,North-Central_1000.json,area,1000.0,-1.0,0.4,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_1000_52071496_0.4_-1.0_0_root_servers_G.json
313,192.112.36.4,North-Central_300.json,area,300.0,-1.0,0.4,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_300_52071433_0.4_-1.0_0_root_servers_G.json
314,192.112.36.4,North-Central_500.json,area,500.0,-1.0,0.4,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_500_52071452_0.4_-1.0_0_root_servers_G.json
315,192.112.36.4,North-Central-section_1.5.json,mesh,1.5,-1.0,0.4,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_1.5_52651064_0.4_-1.0_0_root_servers_G.json
316,192.112.36.4,North-Central-section_1.json,mesh,1.0,-1.0,0.4,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_1_52650531_0.4_-1.0_0_root_servers_G.json
317,192.112.36.4,North-Central-section_2.json,mesh,2.0,-1.0,0.4,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_2_52651336_0.4_-1.0_0_root_servers_G.json
318,192.112.36.4,North-Central_100.json,area,100.0,-1.0,0.4,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_100_52071422_0.4_-1.0_0_root_servers_G.json
319,192.112.36.4,North-Central_1000.json,area,1000.0,-1.0,0.4,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_1000_52071496_0.4_-1.0_0_root_servers_G.json
320,192.112.36.4,North-Central_300.json,area,300.0,-1.0,0.4,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_300_52071433_0.4_-1.0_0_root_servers_G.json
321,192.112.36.4,North-Central_500.json,area,500.0,-1.0,0.4,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_500_52071452_0.4_-1.0_0_root_servers_G.json
322,192.112.36.4,North-Central-section_1.5.json,mesh,1.5,-1.0,0.5,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central-section_1.5_52651064_0.5_-1.0_0_root_servers_G.json
323,192.112.36.4,North-Central-section_1.json,mesh,1.0,-1.0,0.5,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central-section_1_52650531_0.5_-1.0_0_root_servers_G.json
324,192.112.36.4,North-Central-section_2.json,mesh,2.0,-1.0,0.5,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central-section_2_52651336_0.5_-1.0_0_root_servers_G.json
325,192.112.36.4,North-Central_100.json,area,100.0,-1.0,0.5,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_100_52071422_0.5_-1.0_0_root_servers_G.json
326,192.112.36.4,North-Central_1000.json,area,1000.0,-1.0,0.5,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_1000_52071496_0.5_-1.0_0_root_servers_G.json
327,192.112.36.4,North-Central_300.json,area,300.0,-1.0,0.5,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_300_52071433_0.5_-1.0_0_root_servers_G.json
328,192.112.36.4,North-Central_500.json,area,500.0,-1.0,0.5,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_500_52071452_0.5_-1.0_0_root_servers_G.json
329,192.112.36.4,North-Central-section_1.5.json,mesh,1.5,-1.0,0.5,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_1.5_52651064_0.5_-1.0_0_root_servers_G.json
330,192.112.36.4,North-Central-section_1.json,mesh,1.0,-1.0,0.5,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_1_52650531_0.5_-1.0_0_root_servers_G.json
331,192.112.36.4,North-Central-section_2.json,mesh,2.0,-1.0,0.5,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_2_52651336_0.5_-1.0_0_root_servers_G.json
332,192.112.36.4,North-Central_100.json,area,100.0,-1.0,0.5,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_100_52071422_0.5_-1.0_0_root_servers_G.json
333,192.112.36.4,North-Central_1000.json,area,1000.0,-1.0,0.5,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_1000_52071496_0.5_-1.0_0_root_servers_G.json
334,192.112.36.4,North-Central_300.json,area,300.0,-1.0,0.5,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_300_52071433_0.5_-1.0_0_root_servers_G.json
335,192.112.36.4,North-Central_500.json,area,500.0,-1.0,0.5,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_500_52071452_0.5_-1.0_0_root_servers_G.json
336,192.112.36.4,North-Central-section_1.5.json,mesh,1.5,-1.0,0.6,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central-section_1.5_52651064_0.6_-1.0_0_root_servers_G.json
337,192.112.36.4,North-Central-section_1.json,mesh,1.0,-1.0,0.6,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central-section_1_52650531_0.6_-1.0_0_root_servers_G.json
338,192.112.36.4,North-Central-section_2.json,mesh,2.0,-1.0,0.6,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central-section_2_52651336_0.6_-1.0_0_root_servers_G.json
339,192.112.36.4,North-Central_100.json,area,100.0,-1.0,0.6,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_100_52071422_0.6_-1.0_0_root_servers_G.json
340,192.112.36.4,North-Central_1000.json,area,1000.0,-1.0,0.6,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_1000_52071496_0.6_-1.0_0_root_servers_G.json
341,192.112.36.4,North-Central_300.json,area,300.0,-1.0,0.6,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_300_52071433_0.6_-1.0_0_root_servers_G.json
342,192.112.36.4,North-Central_500.json,area,500.0,-1.0,0.6,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_500_52071452_0.6_-1.0_0_root_servers_G.json
343,192.112.36.4,North-Central-section_1.5.json,mesh,1.5,-1.0,0.6,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_1.5_52651064_0.6_-1.0_0_root_servers_G.json
344,192.112.36.4,North-Central-section_1.json,mesh,1.0,-1.0,0.6,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_1_52650531_0.6_-1.0_0_root_servers_G.json
345,192.112.36.4,North-Central-section_2.json,mesh,2.0,-1.0,0.6,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_2_52651336_0.6_-1.0_0_root_servers_G.json
346,192.112.36.4,North-Central_100.json,area,100.0,-1.0,0.6,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_100_52071422_0.6_-1.0_0_root_servers_G.json
347,192.112.36.4,North-Central_1000.json,area,1000.0,-1.0,0.6,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_1000_52071496_0.6_-1.0_0_root_servers_G.json
348,192.112.36.4,North-Central_300.json,area,300.0,-1.0,0.6,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_300_52071433_0.6_-1.0_0_root_servers_G.json
349,192.112.36.4,North-Central_500.json,area,500.0,-1.0,0.6,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_500_52071452_0.6_-1.0_0_root_servers_G.json
350,192.112.36.4,North-Central-section_1.5.json,mesh,1.5,-1.0,0.7,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central-section_1.5_52651064_0.7_-1.0_0_root_servers_G.json
351,192.112.36.4,North-Central-section_1.json,mesh,1.0,-1.0,0.7,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central-section_1_52650531_0.7_-1.0_0_root_servers_G.json
352,192.112.36.4,North-Central-section_2.json,mesh,2.0,-1.0,0.7,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central-section_2_52651336_0.7_-1.0_0_root_servers_G.json
353,192.112.36.4,North-Central_100.json,area,100.0,-1.0,0.7,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_100_52071422_0.7_-1.0_0_root_servers_G.json
354,192.112.36.4,North-Central_1000.json,area,1000.0,-1.0,0.7,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_1000_52071496_0.7_-1.0_0_root_servers_G.json
355,192.112.36.4,North-Central_300.json,area,300.0,-1.0,0.7,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_300_52071433_0.7_-1.0_0_root_servers_G.json
356,192.112.36.4,North-Central_500.json,area,500.0,-1.0,0.7,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_500_52071452_0.7_-1.0_0_root_servers_G.json
357,192.112.36.4,North-Central-section_1.5.json,mesh,1.5,-1.0,0.7,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_1.5_52651064_0.7_-1.0_0_root_servers_G.json
358,192.112.36.4,North-Central-section_1.json,mesh,1.0,-1.0,0.7,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_1_52650531_0.7_-1.0_0_root_servers_G.json
359,192.112.36.4,North-Central-section_2.json,mesh,2.0,-1.0,0.7,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_2_52651336_0.7_-1.0_0_root_servers_G.json
360,192.112.36.4,North-Central_100.json,area,100.0,-1.0,0.7,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_100_52071422_0.7_-1.0_0_root_servers_G.json
361,192.112.36.4,North-Central_1000.json,area,1000.0,-1.0,0.7,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_1000_52071496_0.7_-1.0_0_root_servers_G.json
362,192.112.36.4,North-Central_300.json,area,300.0,-1.0,0.7,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_300_52071433_0.7_-1.0_0_root_servers_G.json
363,192.112.36.4,North-Central_500.json,area,500.0,-1.0,0.7,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_500_52071452_0.7_-1.0_0_root_servers_G.json
364,192.112.36.4,North-Central-section_1.5.json,mesh,1.5,-1.0,0.8,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central-section_1.5_52651064_0.8_-1.0_0_root_servers_G.json
365,192.112.36.4,North-Central-section_1.json,mesh,1.0,-1.0,0.8,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central-section_1_52650531_0.8_-1.0_0_root_servers_G.json
366,192.112.36.4,North-Central-section_2.json,mesh,2.0,-1.0,0.8,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central-section_2_52651336_0.8_-1.0_0_root_servers_G.json
367,192.112.36.4,North-Central_100.json,area,100.0,-1.0,0.8,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_100_52071422_0.8_-1.0_0_root_servers_G.json
368,192.112.36.4,North-Central_1000.json,area,1000.0,-1.0,0.8,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_1000_52071496_0.8_-1.0_0_root_servers_G.json
369,192.112.36.4,North-Central_300.json,area,300.0,-1.0,0.8,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_300_52071433_0.8_-1.0_0_root_servers_G.json
370,192.112.36.4,North-Central_500.json,area,500.0,-1.0,0.8,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_500_52071452_0.8_-1.0_0_root_servers_G.json
371,192.112.36.4,North-Central-section_1.5.json,mesh,1.5,-1.0,0.8,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_1.5_52651064_0.8_-1.0_0_root_servers_G.json
372,192.112.36.4,North-Central-section_1.json,mesh,1.0,-1.0,0.8,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_1_52650531_0.8_-1.0_0_root_servers_G.json
373,192.112.36.4,North-Central-section_2.json,mesh,2.0,-1.0,0.8,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_2_52651336_0.8_-1.0_0_root_servers_G.json
374,192.112.36.4,North-Central_100.json,area,100.0,-1.0,0.8,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_100_52071422_0.8_-1.0_0_root_servers_G.json
375,192.112.36.4,North-Central_1000.json,area,1000.0,-1.0,0.8,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_1000_52071496_0.8_-1.0_0_root_servers_G.json
376,192.112.36.4,North-Central_300.json,area,300.0,-1.0,0.8,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_300_52071433_0.8_-1.0_0_root_servers_G.json
377,192.112.36.4,North-Central_500.json,area,500.0,-1.0,0.8,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_500_52071452_0.8_-1.0_0_root_servers_G.json
378,192.112.36.4,North-Central-section_1.5.json,mesh,1.5,-1.0,0.9,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central-section_1.5_52651064_0.9_-1.0_0_root_servers_G.json
379,192.112.36.4,North-Central-section_1.json,mesh,1.0,-1.0,0.9,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central-section_1_52650531_0.9_-1.0_0_root_servers_G.json
380,192.112.36.4,North-Central-section_2.json,mesh,2.0,-1.0,0.9,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central-section_2_52651336_0.9_-1.0_0_root_servers_G.json
381,192.112.36.4,North-Central_100.json,area,100.0,-1.0,0.9,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_100_52071422_0.9_-1.0_0_root_servers_G.json
382,192.112.36.4,North-Central_1000.json,area,1000.0,-1.0,0.9,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_1000_52071496_0.9_-1.0_0_root_servers_G.json
383,192.112.36.4,North-Central_300.json,area,300.0,-1.0,0.9,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_300_52071433_0.9_-1.0_0_root_servers_G.json
384,192.112.36.4,North-Central_500.json,area,500.0,-1.0,0.9,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_500_52071452_0.9_-1.0_0_root_servers_G.json
385,192.112.36.4,North-Central-section_1.5.json,mesh,1.5,-1.0,0.9,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_1.5_52651064_0.9_-1.0_0_root_servers_G.json
386,192.112.36.4,North-Central-section_1.json,mesh,1.0,-1.0,0.9,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_1_52650531_0.9_-1.0_0_root_servers_G.json
387,192.112.36.4,North-Central-section_2.json,mesh,2.0,-1.0,0.9,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_2_52651336_0.9_-1.0_0_root_servers_G.json
388,192.112.36.4,North-Central_100.json,area,100.0,-1.0,0.9,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_100_52071422_0.9_-1.0_0_root_servers_G.json
389,192.112.36.4,North-Central_1000.json,area,1000.0,-1.0,0.9,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_1000_52071496_0.9_-1.0_0_root_servers_G.json
390,192.112.36.4,North-Central_300.json,area,300.0,-1.0,0.9,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_300_52071433_0.9_-1.0_0_root_servers_G.json
391,192.112.36.4,North-Central_500.json,area,500.0,-1.0,0.9,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_500_52071452_0.9_-1.0_0_root_servers_G.json
392,192.112.36.4,North-Central-section_1.5.json,mesh,1.5,-1.0,1.0,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central-section_1.5_52651064_1.0_-1.0_0_root_servers_G.json
393,192.112.36.4,North-Central-section_1.json,mesh,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central-section_1_52650531_1.0_-1.0_0_root_servers_G.json
394,192.112.36.4,North-Central-section_2.json,mesh,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central-section_2_52651336_1.0_-1.0_0_root_servers_G.json
395,192.112.36.4,North-Central_100.json,area,100.0,-1.0,1.0,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_100_52071422_1.0_-1.0_0_root_servers_G.json
396,192.112.36.4,North-Central_1000.json,area,1000.0,-1.0,1.0,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_1000_52071496_1.0_-1.0_0_root_servers_G.json
397,192.112.36.4,North-Central_300.json,area,300.0,-1.0,1.0,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_300_52071433_1.0_-1.0_0_root_servers_G.json
398,192.112.36.4,North-Central_500.json,area,500.0,-1.0,1.0,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_500_52071452_1.0_-1.0_0_root_servers_G.json
399,192.112.36.4,North-Central-section_1.5.json,mesh,1.5,-1.0,1.0,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_1.5_52651064_1.0_-1.0_0_root_servers_G.json
400,192.112.36.4,North-Central-section_1.json,mesh,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_1_52650531_1.0_-1.0_0_root_servers_G.json
401,192.112.36.4,North-Central-section_2.json,mesh,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_2_52651336_1.0_-1.0_0_root_servers_G.json
402,192.112.36.4,North-Central_100.json,area,100.0,-1.0,1.0,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_100_52071422_1.0_-1.0_0_root_servers_G.json
403,192.112.36.4,North-Central_1000.json,area,1000.0,-1.0,1.0,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_1000_52071496_1.0_-1.0_0_root_servers_G.json
404,192.112.36.4,North-Central_300.json,area,300.0,-1.0,1.0,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_300_52071433_1.0_-1.0_0_root_servers_G.json
405,192.112.36.4,North-Central_500.json,area,500.0,-1.0,1.0,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_500_52071452_1.0_-1.0_0_root_servers_G.json
406,192.112.36.4,North-Central-section_1.5.json,mesh,1.5,0.5,0.0,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central-section_1.5_52651064_0.0_0.5_0_root_servers_G.json
407,192.112.36.4,North-Central-section_1.json,mesh,1.0,0.5,0.0,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central-section_1_52650531_0.0_0.5_0_root_servers_G.json
408,192.112.36.4,North-Central-section_2.json,mesh,2.0,0.5,0.0,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central-section_2_52651336_0.0_0.5_0_root_servers_G.json
409,192.112.36.4,North-Central_100.json,area,100.0,0.5,0.0,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_100_52071422_0.0_0.5_0_root_servers_G.json
410,192.112.36.4,North-Central_1000.json,area,1000.0,0.5,0.0,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_1000_52071496_0.0_0.5_0_root_servers_G.json
411,192.112.36.4,North-Central_300.json,area,300.0,0.5,0.0,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_300_52071433_0.0_0.5_0_root_servers_G.json
412,192.112.36.4,North-Central_500.json,area,500.0,0.5,0.0,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_500_52071452_0.0_0.5_0_root_servers_G.json
413,192.112.36.4,North-Central-section_1.5.json,mesh,1.5,0.5,0.0,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_1.5_52651064_0.0_0.5_0_root_servers_G.json
414,192.112.36.4,North-Central-section_1.json,mesh,1.0,0.5,0.0,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_1_52650531_0.0_0.5_0_root_servers_G.json
415,192.112.36.4,North-Central-section_2.json,mesh,2.0,0.5,0.0,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_2_52651336_0.0_0.5_0_root_servers_G.json
416,192.112.36.4,North-Central_100.json,area,100.0,0.5,0.0,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_100_52071422_0.0_0.5_0_root_servers_G.json
417,192.112.36.4,North-Central_1000.json,area,1000.0,0.5,0.0,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_1000_52071496_0.0_0.5_0_root_servers_G.json
418,192.112.36.4,North-Central_300.json,area,300.0,0.5,0.0,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_300_52071433_0.0_0.5_0_root_servers_G.json
419,192.112.36.4,North-Central_500.json,area,500.0,0.5,0.0,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_500_52071452_0.0_0.5_0_root_servers_G.json
420,192.112.36.4,North-Central-section_1.5.json,mesh,1.5,0.5,0.1,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central-section_1.5_52651064_0.1_0.5_0_root_servers_G.json
421,192.112.36.4,North-Central-section_1.json,mesh,1.0,0.5,0.1,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central-section_1_52650531_0.1_0.5_0_root_servers_G.json
422,192.112.36.4,North-Central-section_2.json,mesh,2.0,0.5,0.1,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central-section_2_52651336_0.1_0.5_0_root_servers_G.json
423,192.112.36.4,North-Central_100.json,area,100.0,0.5,0.1,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_100_52071422_0.1_0.5_0_root_servers_G.json
424,192.112.36.4,North-Central_1000.json,area,1000.0,0.5,0.1,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_1000_52071496_0.1_0.5_0_root_servers_G.json
425,192.112.36.4,North-Central_300.json,area,300.0,0.5,0.1,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_300_52071433_0.1_0.5_0_root_servers_G.json
426,192.112.36.4,North-Central_500.json,area,500.0,0.5,0.1,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_500_52071452_0.1_0.5_0_root_servers_G.json
427,192.112.36.4,North-Central-section_1.5.json,mesh,1.5,0.5,0.1,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_1.5_52651064_0.1_0.5_0_root_servers_G.json
428,192.112.36.4,North-Central-section_1.json,mesh,1.0,0.5,0.1,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_1_52650531_0.1_0.5_0_root_servers_G.json
429,192.112.36.4,North-Central-section_2.json,mesh,2.0,0.5,0.1,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_2_52651336_0.1_0.5_0_root_servers_G.json
430,192.112.36.4,North-Central_100.json,area,100.0,0.5,0.1,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_100_52071422_0.1_0.5_0_root_servers_G.json
431,192.112.36.4,North-Central_1000.json,area,1000.0,0.5,0.1,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_1000_52071496_0.1_0.5_0_root_servers_G.json
432,192.112.36.4,North-Central_300.json,area,300.0,0.5,0.1,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_300_52071433_0.1_0.5_0_root_servers_G.json
433,192.112.36.4,North-Central_500.json,area,500.0,0.5,0.1,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_500_52071452_0.1_0.5_0_root_servers_G.json
434,192.112.36.4,North-Central-section_1.5.json,mesh,1.5,0.5,0.2,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central-section_1.5_52651064_0.2_0.5_0_root_servers_G.json
435,192.112.36.4,North-Central-section_1.json,mesh,1.0,0.5,0.2,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central-section_1_52650531_0.2_0.5_0_root_servers_G.json
436,192.112.36.4,North-Central-section_2.json,mesh,2.0,0.5,0.2,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central-section_2_52651336_0.2_0.5_0_root_servers_G.json
437,192.112.36.4,North-Central_100.json,area,100.0,0.5,0.2,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_100_52071422_0.2_0.5_0_root_servers_G.json
438,192.112.36.4,North-Central_1000.json,area,1000.0,0.5,0.2,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_1000_52071496_0.2_0.5_0_root_servers_G.json
439,192.112.36.4,North-Central_300.json,area,300.0,0.5,0.2,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_300_52071433_0.2_0.5_0_root_servers_G.json
440,192.112.36.4,North-Central_500.json,area,500.0,0.5,0.2,0.0,0.0,0.0,0.0,verloc_aprox,2,192.112.36.4_North-Central_500_52071452_0.2_0.5_0_root_servers_G.json
441,192.112.36.4,North-Central-section_1.5.json,mesh,1.5,0.5,0.2,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_1.5_52651064_0.2_0.5_0_root_servers_G.json
442,192.112.36.4,North-Central-section_1.json,mesh,1.0,0.5,0.2,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_1_52650531_0.2_0.5_0_root_servers_G.json
443,192.112.36.4,North-Central-section_2.json,mesh,2.0,0.5,0.2,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central-section_2_52651336_0.2_0.5_0_root_servers_G.json
444,192.112.36.4,North-Central_100.json,area,100.0,0.5,0.2,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_100_52071422_0.2_0.5_0_root_servers_G.json
445,192.112.36.4,North-Central_1000.json,area,1000.0,0.5,0.2,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_1000_52071496_0.2_0.5_0_root_servers_G.json
446,192.112.36.4,North-Central_300.json,area,300.0,0.5,0.2,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_300_52071433_0.2_0.5_0_root_servers_G.json
447,192.112.36.4,North-Central_500.json,area,500.0,0.5,0.2,0.0,0.0,0.0,0.0,constant_1.52,2,192.112.36.4_North-Central_500_52071452_0.2_0.5_0_root_servers_G.json
