,target,probes_file,probe_selection,probe_set_number,threshold,alpha,Accuracy,Precision,Recall,F1,distance_function,gt_instances_in_region,filename
70,199.7.83.42,North-Central_500.json,area,500.0,1.0,0.4,0.2,1.0,0.2,0.3333333333333333,constant_1.52,42,199.7.83.42_North-Central_500_52100434_0.4_1.0_0_root_servers_L.json
71,199.7.83.42,North-Central_500.json,area,500.0,1.0,0.5,0.2,1.0,0.2,0.3333333333333333,constant_1.52,42,199.7.83.42_North-Central_500_52100434_0.5_1.0_0_root_servers_L.json
72,199.7.83.42,North-Central_500.json,area,500.0,1.0,0.6,0.2,1.0,0.2,0.3333333333333333,constant_1.52,42,199.7.83.42_North-Central_500_52100434_0.6_1.0_0_root_servers_L.json
73,199.7.83.42,North-Central_500.json,area,500.0,1.0,0.7,0.2,1.0,0.2,0.3333333333333333,constant_1.52,42,199.7.83.42_North-Central_500_52100434_0.7_1.0_0_root_servers_L.json
74,199.7.83.42,North-Central_500.json,area,500.0,1.0,0.8,0.2,1.0,0.2,0.3333333333333333,constant_1.52,42,199.7.83.42_North-Central_500_52100434_0.8_1.0_0_root_servers_L.json
75,199.7.83.42,North-Central_500.json,area,500.0,1.0,0.9,0.2,1.0,0.2,0.3333333333333333,constant_1.52,42,199.7.83.42_North-Central_500_52100434_0.9_1.0_0_root_servers_L.json
76,199.7.83.42,North-Central_500.json,area,500.0,1.0,1.0,0.2,1.0,0.2,0.3333333333333333,constant_1.52,42,199.7.83.42_North-Central_500_52100434_1.0_1.0_0_root_servers_L.json
77,193.0.14.129,North-Central_1000.json,area,1000.0,-1.0,0.6,0.5263157894736842,1.0,0.5263157894736842,0.6896551724137931,constant_1.52,43,193.0.14.129_North-Central_1000_52099227_0.6_-1.0_0_root_servers_K.json
78,193.0.14.129,North-Central_1000.json,area,1000.0,5.0,0.6,0.5263157894736842,1.0,0.5263157894736842,0.6896551724137931,constant_1.52,43,193.0.14.129_North-Central_1000_52099227_0.6_5.0_0_root_servers_K.json
79,193.0.14.129,North-Central_1000.json,area,1000.0,10.0,0.6,0.5263157894736842,1.0,0.5263157894736842,0.6896551724137931,constant_1.52,43,193.0.14.129_North-Central_1000_52099227_0.6_10.0_0_root_servers_K.json
80,193.0.14.129,North-Central_1000.json,area,1000.0,20.0,0.6,0.5263157894736842,1.0,0.5263157894736842,0.6896551724137931,constant_1.52,43,193.0.14.129_North-Central_1000_52099227_0.6_20.0_0_root_servers_K.json
81,193.0.14.129,North-Central_1000.json,area,1000.0,30.0,0.6,0.5263157894736842,1.0,0.5263157894736842,0.6896551724137931,constant_1.52,43,193.0.14.129_North-Central_1000_52099227_0.6_30.0_0_root_servers_K.json
82,192.58.128.30,North-Central_100.json,area,100.0,-1.0,0.3,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.3_-1.0_0_root_servers_J.json
83,192.58.128.30,North-Central_100.json,area,100.0,-1.0,0.4,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.4_-1.0_0_root_servers_J.json
84,192.58.128.30,North-Central_100.json,area,100.0,-1.0,0.5,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.5_-1.0_0_root_servers_J.json
85,192.58.128.30,North-Central_100.json,area,100.0,-1.0,0.6,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.6_-1.0_0_root_servers_J.json
86,192.58.128.30,North-Central_100.json,area,100.0,-1.0,0.7,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.7_-1.0_0_root_servers_J.json
87,192.58.128.30,North-Central_100.json,area,100.0,-1.0,0.8,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.8_-1.0_0_root_servers_J.json
88,192.58.128.30,North-Central_100.json,area,100.0,-1.0,0.9,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.9_-1.0_0_root_servers_J.json
89,192.58.128.30,North-Central_100.json,area,100.0,-1.0,1.0,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_1.0_-1.0_0_root_servers_J.json
90,192.58.128.30,North-Central_500.json,area,500.0,1.0,0.0,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_500_52096939_0.0_1.0_0_root_servers_J.json
91,192.58.128.30,North-Central_500.json,area,500.0,1.0,0.1,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_500_52096939_0.1_1.0_0_root_servers_J.json
92,192.58.128.30,North-Central_500.json,area,500.0,1.0,0.2,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_500_52096939_0.2_1.0_0_root_servers_J.json
93,192.58.128.30,North-Central_500.json,area,500.0,1.0,0.3,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_500_52096939_0.3_1.0_0_root_servers_J.json
94,192.58.128.30,North-Central_500.json,area,500.0,1.0,0.4,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_500_52096939_0.4_1.0_0_root_servers_J.json
95,192.58.128.30,North-Central_500.json,area,500.0,1.0,0.5,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_500_52096939_0.5_1.0_0_root_servers_J.json
96,192.58.128.30,North-Central_500.json,area,500.0,1.0,0.6,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_500_52096939_0.6_1.0_0_root_servers_J.json
97,192.58.128.30,North-Central_500.json,area,500.0,1.0,0.7,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_500_52096939_0.7_1.0_0_root_servers_J.json
98,192.58.128.30,North-Central_500.json,area,500.0,1.0,0.8,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_500_52096939_0.8_1.0_0_root_servers_J.json
99,192.58.128.30,North-Central_500.json,area,500.0,1.0,0.9,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_500_52096939_0.9_1.0_0_root_servers_J.json
100,192.58.128.30,North-Central_500.json,area,500.0,1.0,1.0,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_500_52096939_1.0_1.0_0_root_servers_J.json
101,192.58.128.30,North-Central_100.json,area,100.0,10.0,0.3,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.3_10.0_0_root_servers_J.json
102,192.58.128.30,North-Central_100.json,area,100.0,10.0,0.4,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.4_10.0_0_root_servers_J.json
103,192.58.128.30,North-Central_100.json,area,100.0,10.0,0.5,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.5_10.0_0_root_servers_J.json
104,192.58.128.30,North-Central_100.json,area,100.0,10.0,0.6,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.6_10.0_0_root_servers_J.json
105,192.58.128.30,North-Central_100.json,area,100.0,10.0,0.7,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.7_10.0_0_root_servers_J.json
106,192.58.128.30,North-Central_100.json,area,100.0,10.0,0.8,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.8_10.0_0_root_servers_J.json
107,192.58.128.30,North-Central_100.json,area,100.0,10.0,0.9,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.9_10.0_0_root_servers_J.json
108,192.58.128.30,North-Central_100.json,area,100.0,10.0,1.0,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_1.0_10.0_0_root_servers_J.json
109,192.58.128.30,North-Central_100.json,area,100.0,20.0,0.3,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.3_20.0_0_root_servers_J.json
110,192.58.128.30,North-Central_100.json,area,100.0,20.0,0.4,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.4_20.0_0_root_servers_J.json
111,192.58.128.30,North-Central_100.json,area,100.0,20.0,0.5,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.5_20.0_0_root_servers_J.json
112,192.58.128.30,North-Central_100.json,area,100.0,20.0,0.6,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.6_20.0_0_root_servers_J.json
113,192.58.128.30,North-Central_100.json,area,100.0,20.0,0.7,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.7_20.0_0_root_servers_J.json
114,192.58.128.30,North-Central_100.json,area,100.0,20.0,0.8,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.8_20.0_0_root_servers_J.json
115,192.58.128.30,North-Central_100.json,area,100.0,20.0,0.9,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.9_20.0_0_root_servers_J.json
116,192.58.128.30,North-Central_100.json,area,100.0,20.0,1.0,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_1.0_20.0_0_root_servers_J.json
117,192.58.128.30,North-Central_100.json,area,100.0,30.0,0.3,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.3_30.0_0_root_servers_J.json
118,192.58.128.30,North-Central_100.json,area,100.0,30.0,0.4,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.4_30.0_0_root_servers_J.json
119,192.58.128.30,North-Central_100.json,area,100.0,30.0,0.5,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.5_30.0_0_root_servers_J.json
120,192.58.128.30,North-Central_100.json,area,100.0,30.0,0.6,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.6_30.0_0_root_servers_J.json
121,192.58.128.30,North-Central_100.json,area,100.0,30.0,0.7,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.7_30.0_0_root_servers_J.json
122,192.58.128.30,North-Central_100.json,area,100.0,30.0,0.8,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.8_30.0_0_root_servers_J.json
123,192.58.128.30,North-Central_100.json,area,100.0,30.0,0.9,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_0.9_30.0_0_root_servers_J.json
124,192.58.128.30,North-Central_100.json,area,100.0,30.0,1.0,0.2432432432432432,1.0,0.2432432432432432,0.391304347826087,constant_1.52,40,192.58.128.30_North-Central_100_52096865_1.0_30.0_0_root_servers_J.json
125,192.36.148.17,North-Central-section_1.5.json,mesh,1.5,-1.0,0.7,0.5185185185185185,1.0,0.5185185185185185,0.6829268292682926,constant_1.52,27,192.36.148.17_North-Central-section_1.5_52653398_0.7_-1.0_0_root_servers_I.json
126,192.36.148.17,North-Central-section_1.5.json,mesh,1.5,-1.0,0.8,0.5185185185185185,1.0,0.5185185185185185,0.6829268292682926,constant_1.52,27,192.36.148.17_North-Central-section_1.5_52653398_0.8_-1.0_0_root_servers_I.json
127,192.36.148.17,North-Central-section_1.5.json,mesh,1.5,-1.0,0.9,0.5185185185185185,1.0,0.5185185185185185,0.6829268292682926,constant_1.52,27,192.36.148.17_North-Central-section_1.5_52653398_0.9_-1.0_0_root_servers_I.json
