#hostname	circleLatitude	circleLongitude	radius	iataCode	iataLatitude	iataLongitude
1003897	52.2305	21.0115	46.93053698109736	WMI	52.4510993958	20.6518001556
28037	59.8905	30.3285	47.03733804425986	LED	59.8003005981	30.2625007629
1003985	48.8595	2.3515	48.04410817706316	CSF	49.2535018921	2.5191400051
29596	50.4005	30.5715	59.998726903573676	GML	50.6035003662	30.1919002533
28320	59.9075	10.7485	66.84543439502895	RYG	59.3788986206	10.7855997086
6621	40.9475	17.2785	69.4588554244559	BRI	41.1389007568	16.7605991364
6763	45.4785	9.1005	79.67388896704539	QPZ	44.9131011963	9.7233295441
1000720	48.1375	11.5785	79.84538208693421	AGB	48.42527771	10.9316673279
50387	50.0705	14.4615	88.97218873017171	PRG	50.1007995605	14.2600002289
1001120	53.3475	-6.2615	89.85401246682828	DUB	53.4212989807	-6.270070076
1004293	50.1185	8.6815	92.50155461154078	MHG	49.4730567932	8.514166832
15022	51.4985	-0.0115	98.3353777819046	OXF	51.8368988037	-1.3200000525
53382	50.8785	4.5015	99.21582089539935	EIN	51.4500999451	5.3745298386
50904	56.9595	24.1275	107.27767400115593	RIX	56.9235992432	23.9710998535
50025	53.5495	10.0485	115.19574506620066	BRE	53.0475006104	8.7866697311
29560	52.4875	13.3805	115.99601342036841	CBU	51.8894424438	14.5319442749
1000559	42.6915	23.3395	120.51301794215526	SOF	42.6966934204	23.4114360809
11226	48.2105	16.3685	126.50788094275396	QGY	47.6244010925	17.8136005402
7168	55.5715	37.6005	128.37477930538486	SVO	55.9725990295	37.4146003723
1004560	40.1675	44.5205	133.54097256105788	KSY	40.5621986389	43.1150016785
17918	55.5915	13.0075	139.87458131600854	RNN	55.0633010864	14.7595996857
53530	44.8175	20.4485	144.77638523618882	TZL	44.4586982727	18.7248001099
1002189	54.6415	25.3015	165.6010146978342	GNA	53.6020011902	24.0538005829
17609	59.3415	18.0575	166.17121206367497	NRK	58.5862998962	16.2506008148
13593	46.3085	16.3415	172.94701469417566	LJU	46.2237014771	14.4575996399
32739	37.9015	23.8685	174.6010012420625	VOL	39.2196006775	22.7943000793
62763	64.1485	-21.9295	199.89382033512956	VEY	63.4243011475	-20.2789001465
50893	60.1585	24.9415	232.73776058001184	TAY	58.3074989319	26.6903991699
22338	40.4815	-3.6315	235.4638010130691	ABC	38.9485015869	-1.8635200262
61083	38.7985	-9.1885	272.4976367063217	BJZ	38.8913002014	-6.8213300705
50285	41.9195	12.3615	283.6400545499085	FOG	41.4328994751	15.5349998474
1001603	41.4885	2.1875	289.36658357740913	ZAZ	41.6661987305	-1.0415500402
1000465	32.1795	34.9105	316.5378390981026	BEY	33.8208999634	35.4883995056
