#hostname	circleLatitude	circleLongitude	radius	iataCode	iataLatitude	iataLongitude
1004045	32.0695	34.7695	43.745340730787504	TLV	32.0113983154	34.8866996765
1003956	42.7005	23.3195	47.05449721784276	SOF	42.6966934204	23.4114360809
28037	59.8905	30.3285	53.33495198106249	LED	59.8003005981	30.2625007629
6621	40.9475	17.2785	55.850545997878946	BRI	41.1389007568	16.7605991364
1003944	50.1095	8.6795	56.27952533745132	FRA	50.0264015198	8.543129921
1005247	40.4205	-3.6905	59.28376133761973	TOJ	40.4967002869	-3.4458699226
6892	53.4685	-2.3085	59.437602204225	LPL	53.3335990906	-2.8497200012
22872	48.8585	2.3805	62.15141426070593	PAR	49.0127983093	2.5499999523
30605	35.1595	33.3275	68.60099536125131	ECN	35.1547012329	33.4961013794
30144	50.0795	14.5295	72.7293544629796	PRG	50.1007995605	14.2600002289
1001780	54.6375	25.3115	74.17457106560789	VNO	54.6341018677	25.2858009338
6330	60.2075	24.8985	75.17779102456645	HEL	60.317199707	24.963300705
54408	45.0915	7.6575	75.79453511414933	TRN	45.2008018494	7.6496300697
35643	50.4485	30.4795	76.35349026281513	KBP	50.3450012207	30.8946990967
1003038	43.2215	27.9285	76.70199899524012	VAR	43.2321014404	27.8250999451
1000720	48.1375	11.5785	77.09577244418553	MUC	48.3538017273	11.7861003876
1003342	52.5185	13.3995	77.69170857040065	SXF	52.3800010681	13.5225000381
23076	56.9405	24.1205	77.84939545867104	RIX	56.9235992432	23.9710998535
7081	51.5075	0.0015	82.8232876310875	LTN	51.8746986389	-0.3683330119
50644	47.5195	19.0595	83.83183285081316	BUD	47.4369010925	19.2555999756
1004258	52.3815	4.8995	83.8460335461921	RTM	51.9569015503	4.4372200966
33283	45.4785	9.1015	87.33723505873026	MXP	45.6305999756	8.7281103134
1001120	53.3475	-6.2615	91.83836241415591	DUB	53.4212989807	-6.270070076
11662	53.5985	10.0505	95.24169712403683	XFW	53.5352783203	9.8355560303
23973	55.7785	37.6105	102.20003785972104	DME	55.4087982178	37.9062995911
61257	44.8105	20.3895	102.22656554761645	BEG	44.8184013367	20.3090991974
1002174	41.3695	2.0705	102.82555876797565	BCN	41.2971000671	2.0784599781
53382	50.8785	4.5015	107.34759270270919	BNX	50.4592018127	4.4538202286
14306	55.7205	12.5475	108.94536816472105	RKE	55.5856018066	12.1314001083
1005267	51.2305	6.7705	110.48860901184011	CGN	50.8658981323	7.1427397728
51501	59.3275	18.0675	111.97840001940789	ARN	59.6519012451	17.9186000824
6662	40.9885	28.8305	114.88885226051119	SAW	40.898601532	29.3092002869
52321	59.9075	10.7485	146.60492199810855	NIX	60.193901062	11.100399971
32589	38.6615	-9.0685	158.17503717404605	LIS	38.7812995911	-9.1359195709
13593	46.3085	16.3415	179.17865456703024	ZAG	45.7429008484	16.0687999725
33893	64.1485	-21.9385	212.23718309763885	KEF	63.9850006104	-22.6056003571
28055	37.9395	23.7095	281.275836001194	ATH	37.9364013672	23.9444999695
60131	36.8575	42.9885	335.6973384106263	OSB	36.3058013916	43.1473999023
25742	52.1785	21.1795	354.4854500926145	WMI	52.4510993958	20.6518001556
