,target,probes_file,probe_selection,probe_set_number,threshold,alpha,Accuracy,Precision,Recall,F1,distance_function,gt_instances_in_region,filename
0,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,-1.0,0.0,0.2554744525547445,0.2941176470588235,0.660377358490566,0.4069767441860465,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.0_-1.0_0_cloudfare_servers_europe.json
1,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,-1.0,0.1,0.2681159420289855,0.3032786885245901,0.6981132075471698,0.4228571428571429,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.1_-1.0_0_cloudfare_servers_europe.json
2,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,-1.0,0.2,0.2740740740740741,0.3109243697478991,0.6981132075471698,0.4302325581395349,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.2_-1.0_0_cloudfare_servers_europe.json
3,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,-1.0,0.3,0.2932330827067669,0.3277310924369748,0.7358490566037735,0.4534883720930232,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.3_-1.0_0_cloudfare_servers_europe.json
4,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,-1.0,0.4,0.3007518796992481,0.3333333333333333,0.7547169811320755,0.4624277456647399,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.4_-1.0_0_cloudfare_servers_europe.json
5,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,-1.0,0.5,0.3059701492537313,0.3388429752066115,0.7592592592592593,0.4685714285714286,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.5_-1.0_0_cloudfare_servers_europe.json
6,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,-1.0,0.6,0.3037037037037037,0.3388429752066115,0.7454545454545455,0.4659090909090908,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.6_-1.0_0_cloudfare_servers_europe.json
7,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,-1.0,0.7,0.3037037037037037,0.3388429752066115,0.7454545454545455,0.4659090909090908,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.7_-1.0_0_cloudfare_servers_europe.json
8,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,-1.0,0.8,0.2985074626865671,0.3361344537815126,0.7272727272727273,0.4597701149425288,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.8_-1.0_0_cloudfare_servers_europe.json
9,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,-1.0,0.9,0.2985074626865671,0.3361344537815126,0.7272727272727273,0.4597701149425288,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.9_-1.0_0_cloudfare_servers_europe.json
10,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,-1.0,1.0,0.3007518796992481,0.3389830508474576,0.7272727272727273,0.4624277456647399,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_1.0_-1.0_0_cloudfare_servers_europe.json
11,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,0.5,0.0,0.0,0.0,0.0,0.0,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.0_0.5_0_cloudfare_servers_europe.json
12,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,0.5,0.1,0.0,0.0,0.0,0.0,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.1_0.5_0_cloudfare_servers_europe.json
13,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,0.5,0.2,0.0,0.0,0.0,0.0,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.2_0.5_0_cloudfare_servers_europe.json
14,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,0.5,0.3,0.0,0.0,0.0,0.0,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.3_0.5_0_cloudfare_servers_europe.json
15,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,0.5,0.4,0.0,0.0,0.0,0.0,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.4_0.5_0_cloudfare_servers_europe.json
16,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,0.5,0.5,0.0,0.0,0.0,0.0,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.5_0.5_0_cloudfare_servers_europe.json
17,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,0.5,0.6,0.0,0.0,0.0,0.0,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.6_0.5_0_cloudfare_servers_europe.json
18,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,0.5,0.7,0.0,0.0,0.0,0.0,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.7_0.5_0_cloudfare_servers_europe.json
19,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,0.5,0.8,0.0,0.0,0.0,0.0,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.8_0.5_0_cloudfare_servers_europe.json
20,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,0.5,0.9,0.0,0.0,0.0,0.0,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.9_0.5_0_cloudfare_servers_europe.json
21,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,0.5,1.0,0.0,0.0,0.0,0.0,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_1.0_0.5_0_cloudfare_servers_europe.json
22,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,1.0,0.0,0.0714285714285714,0.8,0.0727272727272727,0.1333333333333333,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.0_1.0_0_cloudfare_servers_europe.json
23,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,1.0,0.1,0.0714285714285714,0.8,0.0727272727272727,0.1333333333333333,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.1_1.0_0_cloudfare_servers_europe.json
24,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,1.0,0.2,0.0714285714285714,0.8,0.0727272727272727,0.1333333333333333,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.2_1.0_0_cloudfare_servers_europe.json
25,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,1.0,0.3,0.0714285714285714,0.8,0.0727272727272727,0.1333333333333333,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.3_1.0_0_cloudfare_servers_europe.json
26,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,1.0,0.4,0.0714285714285714,0.8,0.0727272727272727,0.1333333333333333,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.4_1.0_0_cloudfare_servers_europe.json
27,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,1.0,0.5,0.0714285714285714,0.8,0.0727272727272727,0.1333333333333333,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.5_1.0_0_cloudfare_servers_europe.json
28,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,1.0,0.6,0.0714285714285714,0.8,0.0727272727272727,0.1333333333333333,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.6_1.0_0_cloudfare_servers_europe.json
29,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,1.0,0.7,0.0714285714285714,0.8,0.0727272727272727,0.1333333333333333,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.7_1.0_0_cloudfare_servers_europe.json
30,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,1.0,0.8,0.0714285714285714,0.8,0.0727272727272727,0.1333333333333333,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.8_1.0_0_cloudfare_servers_europe.json
31,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,1.0,0.9,0.0714285714285714,0.8,0.0727272727272727,0.1333333333333333,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.9_1.0_0_cloudfare_servers_europe.json
32,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,1.0,1.0,0.0714285714285714,0.8,0.0727272727272727,0.1333333333333333,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_1.0_1.0_0_cloudfare_servers_europe.json
33,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,5.0,0.0,0.3289473684210526,0.5319148936170213,0.4629629629629629,0.495049504950495,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.0_5.0_0_cloudfare_servers_europe.json
34,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,5.0,0.1,0.3289473684210526,0.5319148936170213,0.4629629629629629,0.495049504950495,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.1_5.0_0_cloudfare_servers_europe.json
35,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,5.0,0.2,0.3289473684210526,0.5319148936170213,0.4629629629629629,0.495049504950495,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.2_5.0_0_cloudfare_servers_europe.json
36,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,5.0,0.3,0.3289473684210526,0.5319148936170213,0.4629629629629629,0.495049504950495,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.3_5.0_0_cloudfare_servers_europe.json
37,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,5.0,0.4,0.3289473684210526,0.5319148936170213,0.4629629629629629,0.495049504950495,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.4_5.0_0_cloudfare_servers_europe.json
38,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,5.0,0.5,0.3246753246753247,0.5319148936170213,0.4545454545454545,0.4901960784313725,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.5_5.0_0_cloudfare_servers_europe.json
39,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,5.0,0.6,0.3246753246753247,0.5319148936170213,0.4545454545454545,0.4901960784313725,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.6_5.0_0_cloudfare_servers_europe.json
40,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,5.0,0.7,0.3246753246753247,0.5319148936170213,0.4545454545454545,0.4901960784313725,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.7_5.0_0_cloudfare_servers_europe.json
41,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,5.0,0.8,0.3246753246753247,0.5319148936170213,0.4545454545454545,0.4901960784313725,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.8_5.0_0_cloudfare_servers_europe.json
42,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,5.0,0.9,0.3246753246753247,0.5319148936170213,0.4545454545454545,0.4901960784313725,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.9_5.0_0_cloudfare_servers_europe.json
43,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,5.0,1.0,0.3246753246753247,0.5319148936170213,0.4545454545454545,0.4901960784313725,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_1.0_5.0_0_cloudfare_servers_europe.json
44,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,10.0,0.0,0.2619047619047619,0.3113207547169811,0.6226415094339622,0.4150943396226415,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.0_10.0_0_cloudfare_servers_europe.json
45,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,10.0,0.1,0.272,0.320754716981132,0.6415094339622641,0.4276729559748427,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.1_10.0_0_cloudfare_servers_europe.json
46,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,10.0,0.2,0.282258064516129,0.330188679245283,0.660377358490566,0.440251572327044,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.2_10.0_0_cloudfare_servers_europe.json
47,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,10.0,0.3,0.2926829268292683,0.3396226415094339,0.6792452830188679,0.4528301886792452,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.3_10.0_0_cloudfare_servers_europe.json
48,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,10.0,0.4,0.3008130081300813,0.3457943925233644,0.6981132075471698,0.4624999999999999,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.4_10.0_0_cloudfare_servers_europe.json
49,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,10.0,0.5,0.296,0.3425925925925926,0.6851851851851852,0.4567901234567901,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.5_10.0_0_cloudfare_servers_europe.json
50,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,10.0,0.6,0.2936507936507936,0.3425925925925926,0.6727272727272727,0.4539877300613497,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.6_10.0_0_cloudfare_servers_europe.json
51,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,10.0,0.7,0.2936507936507936,0.3425925925925926,0.6727272727272727,0.4539877300613497,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.7_10.0_0_cloudfare_servers_europe.json
52,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,10.0,0.8,0.296,0.3457943925233644,0.6727272727272727,0.45679012345679,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.8_10.0_0_cloudfare_servers_europe.json
53,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,10.0,0.9,0.296,0.3457943925233644,0.6727272727272727,0.45679012345679,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.9_10.0_0_cloudfare_servers_europe.json
54,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,10.0,1.0,0.2983870967741935,0.3490566037735849,0.6727272727272727,0.4596273291925466,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_1.0_10.0_0_cloudfare_servers_europe.json
55,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,20.0,0.0,0.2554744525547445,0.2941176470588235,0.660377358490566,0.4069767441860465,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.0_20.0_0_cloudfare_servers_europe.json
56,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,20.0,0.1,0.2681159420289855,0.3032786885245901,0.6981132075471698,0.4228571428571429,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.1_20.0_0_cloudfare_servers_europe.json
57,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,20.0,0.2,0.2740740740740741,0.3109243697478991,0.6981132075471698,0.4302325581395349,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.2_20.0_0_cloudfare_servers_europe.json
58,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,20.0,0.3,0.2932330827067669,0.3277310924369748,0.7358490566037735,0.4534883720930232,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.3_20.0_0_cloudfare_servers_europe.json
59,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,20.0,0.4,0.3007518796992481,0.3333333333333333,0.7547169811320755,0.4624277456647399,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.4_20.0_0_cloudfare_servers_europe.json
60,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,20.0,0.5,0.3059701492537313,0.3388429752066115,0.7592592592592593,0.4685714285714286,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.5_20.0_0_cloudfare_servers_europe.json
61,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,20.0,0.6,0.3037037037037037,0.3388429752066115,0.7454545454545455,0.4659090909090908,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.6_20.0_0_cloudfare_servers_europe.json
62,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,20.0,0.7,0.3037037037037037,0.3388429752066115,0.7454545454545455,0.4659090909090908,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.7_20.0_0_cloudfare_servers_europe.json
63,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,20.0,0.8,0.2985074626865671,0.3361344537815126,0.7272727272727273,0.4597701149425288,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.8_20.0_0_cloudfare_servers_europe.json
64,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,20.0,0.9,0.2985074626865671,0.3361344537815126,0.7272727272727273,0.4597701149425288,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.9_20.0_0_cloudfare_servers_europe.json
65,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,20.0,1.0,0.3007518796992481,0.3389830508474576,0.7272727272727273,0.4624277456647399,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_1.0_20.0_0_cloudfare_servers_europe.json
66,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,30.0,0.0,0.2554744525547445,0.2941176470588235,0.660377358490566,0.4069767441860465,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.0_30.0_0_cloudfare_servers_europe.json
67,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,30.0,0.1,0.2681159420289855,0.3032786885245901,0.6981132075471698,0.4228571428571429,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.1_30.0_0_cloudfare_servers_europe.json
68,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,30.0,0.2,0.2740740740740741,0.3109243697478991,0.6981132075471698,0.4302325581395349,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.2_30.0_0_cloudfare_servers_europe.json
69,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,30.0,0.3,0.2932330827067669,0.3277310924369748,0.7358490566037735,0.4534883720930232,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.3_30.0_0_cloudfare_servers_europe.json
70,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,30.0,0.4,0.3007518796992481,0.3333333333333333,0.7547169811320755,0.4624277456647399,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.4_30.0_0_cloudfare_servers_europe.json
71,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,30.0,0.5,0.3059701492537313,0.3388429752066115,0.7592592592592593,0.4685714285714286,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.5_30.0_0_cloudfare_servers_europe.json
72,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,30.0,0.6,0.3037037037037037,0.3388429752066115,0.7454545454545455,0.4659090909090908,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.6_30.0_0_cloudfare_servers_europe.json
73,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,30.0,0.7,0.3037037037037037,0.3388429752066115,0.7454545454545455,0.4659090909090908,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.7_30.0_0_cloudfare_servers_europe.json
74,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,30.0,0.8,0.2985074626865671,0.3361344537815126,0.7272727272727273,0.4597701149425288,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.8_30.0_0_cloudfare_servers_europe.json
75,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,30.0,0.9,0.2985074626865671,0.3361344537815126,0.7272727272727273,0.4597701149425288,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_0.9_30.0_0_cloudfare_servers_europe.json
76,104.16.123.96,North-Central-section_1.5.json,mesh,1.5,30.0,1.0,0.3007518796992481,0.3389830508474576,0.7272727272727273,0.4624277456647399,verloc_aprox,55,104.16.123.96_North-Central-section_1.5_52673295_1.0_30.0_0_cloudfare_servers_europe.json
77,104.16.123.96,North-Central-section_1.json,mesh,1.0,-1.0,0.0,0.2767295597484276,0.2933333333333333,0.8301886792452831,0.4334975369458128,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.0_-1.0_0_cloudfare_servers_europe.json
78,104.16.123.96,North-Central-section_1.json,mesh,1.0,-1.0,0.1,0.275,0.2913907284768212,0.8301886792452831,0.4313725490196078,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.1_-1.0_0_cloudfare_servers_europe.json
79,104.16.123.96,North-Central-section_1.json,mesh,1.0,-1.0,0.2,0.28125,0.2960526315789473,0.8490566037735849,0.4390243902439024,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.2_-1.0_0_cloudfare_servers_europe.json
80,104.16.123.96,North-Central-section_1.json,mesh,1.0,-1.0,0.3,0.3012820512820512,0.3133333333333333,0.8867924528301887,0.4630541871921182,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.3_-1.0_0_cloudfare_servers_europe.json
81,104.16.123.96,North-Central-section_1.json,mesh,1.0,-1.0,0.4,0.3032258064516129,0.3154362416107382,0.8867924528301887,0.4653465346534653,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.4_-1.0_0_cloudfare_servers_europe.json
82,104.16.123.96,North-Central-section_1.json,mesh,1.0,-1.0,0.5,0.3032258064516129,0.3154362416107382,0.8867924528301887,0.4653465346534653,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.5_-1.0_0_cloudfare_servers_europe.json
83,104.16.123.96,North-Central-section_1.json,mesh,1.0,-1.0,0.6,0.2967741935483871,0.3108108108108108,0.8679245283018868,0.4577114427860697,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.6_-1.0_0_cloudfare_servers_europe.json
84,104.16.123.96,North-Central-section_1.json,mesh,1.0,-1.0,0.7,0.2967741935483871,0.3108108108108108,0.8679245283018868,0.4577114427860697,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.7_-1.0_0_cloudfare_servers_europe.json
85,104.16.123.96,North-Central-section_1.json,mesh,1.0,-1.0,0.8,0.2987012987012987,0.3129251700680272,0.8679245283018868,0.4599999999999999,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.8_-1.0_0_cloudfare_servers_europe.json
86,104.16.123.96,North-Central-section_1.json,mesh,1.0,-1.0,0.9,0.2903225806451613,0.3061224489795918,0.8490566037735849,0.45,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.9_-1.0_0_cloudfare_servers_europe.json
87,104.16.123.96,North-Central-section_1.json,mesh,1.0,-1.0,1.0,0.2903225806451613,0.3061224489795918,0.8490566037735849,0.45,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_1.0_-1.0_0_cloudfare_servers_europe.json
88,104.16.123.96,North-Central-section_1.json,mesh,1.0,0.5,0.0,0.0181818181818181,1.0,0.0181818181818181,0.0357142857142857,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.0_0.5_0_cloudfare_servers_europe.json
89,104.16.123.96,North-Central-section_1.json,mesh,1.0,0.5,0.1,0.0181818181818181,1.0,0.0181818181818181,0.0357142857142857,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.1_0.5_0_cloudfare_servers_europe.json
90,104.16.123.96,North-Central-section_1.json,mesh,1.0,0.5,0.2,0.0181818181818181,1.0,0.0181818181818181,0.0357142857142857,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.2_0.5_0_cloudfare_servers_europe.json
91,104.16.123.96,North-Central-section_1.json,mesh,1.0,0.5,0.3,0.0181818181818181,1.0,0.0181818181818181,0.0357142857142857,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.3_0.5_0_cloudfare_servers_europe.json
92,104.16.123.96,North-Central-section_1.json,mesh,1.0,0.5,0.4,0.0181818181818181,1.0,0.0181818181818181,0.0357142857142857,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.4_0.5_0_cloudfare_servers_europe.json
93,104.16.123.96,North-Central-section_1.json,mesh,1.0,0.5,0.5,0.0181818181818181,1.0,0.0181818181818181,0.0357142857142857,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.5_0.5_0_cloudfare_servers_europe.json
94,104.16.123.96,North-Central-section_1.json,mesh,1.0,0.5,0.6,0.0181818181818181,1.0,0.0181818181818181,0.0357142857142857,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.6_0.5_0_cloudfare_servers_europe.json
95,104.16.123.96,North-Central-section_1.json,mesh,1.0,0.5,0.7,0.0181818181818181,1.0,0.0181818181818181,0.0357142857142857,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.7_0.5_0_cloudfare_servers_europe.json
96,104.16.123.96,North-Central-section_1.json,mesh,1.0,0.5,0.8,0.0181818181818181,1.0,0.0181818181818181,0.0357142857142857,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.8_0.5_0_cloudfare_servers_europe.json
97,104.16.123.96,North-Central-section_1.json,mesh,1.0,0.5,0.9,0.0181818181818181,1.0,0.0181818181818181,0.0357142857142857,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.9_0.5_0_cloudfare_servers_europe.json
98,104.16.123.96,North-Central-section_1.json,mesh,1.0,0.5,1.0,0.0181818181818181,1.0,0.0181818181818181,0.0357142857142857,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_1.0_0.5_0_cloudfare_servers_europe.json
99,104.16.123.96,North-Central-section_1.json,mesh,1.0,1.0,0.0,0.1403508771929824,0.7272727272727273,0.1481481481481481,0.2461538461538461,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.0_1.0_0_cloudfare_servers_europe.json
100,104.16.123.96,North-Central-section_1.json,mesh,1.0,1.0,0.1,0.1403508771929824,0.7272727272727273,0.1481481481481481,0.2461538461538461,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.1_1.0_0_cloudfare_servers_europe.json
101,104.16.123.96,North-Central-section_1.json,mesh,1.0,1.0,0.2,0.1403508771929824,0.7272727272727273,0.1481481481481481,0.2461538461538461,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.2_1.0_0_cloudfare_servers_europe.json
102,104.16.123.96,North-Central-section_1.json,mesh,1.0,1.0,0.3,0.1403508771929824,0.7272727272727273,0.1481481481481481,0.2461538461538461,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.3_1.0_0_cloudfare_servers_europe.json
103,104.16.123.96,North-Central-section_1.json,mesh,1.0,1.0,0.4,0.1403508771929824,0.7272727272727273,0.1481481481481481,0.2461538461538461,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.4_1.0_0_cloudfare_servers_europe.json
104,104.16.123.96,North-Central-section_1.json,mesh,1.0,1.0,0.5,0.1403508771929824,0.7272727272727273,0.1481481481481481,0.2461538461538461,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.5_1.0_0_cloudfare_servers_europe.json
105,104.16.123.96,North-Central-section_1.json,mesh,1.0,1.0,0.6,0.1403508771929824,0.7272727272727273,0.1481481481481481,0.2461538461538461,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.6_1.0_0_cloudfare_servers_europe.json
106,104.16.123.96,North-Central-section_1.json,mesh,1.0,1.0,0.7,0.1403508771929824,0.7272727272727273,0.1481481481481481,0.2461538461538461,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.7_1.0_0_cloudfare_servers_europe.json
107,104.16.123.96,North-Central-section_1.json,mesh,1.0,1.0,0.8,0.1403508771929824,0.7272727272727273,0.1481481481481481,0.2461538461538461,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.8_1.0_0_cloudfare_servers_europe.json
108,104.16.123.96,North-Central-section_1.json,mesh,1.0,1.0,0.9,0.1403508771929824,0.7272727272727273,0.1481481481481481,0.2461538461538461,verloc_aprox,55,104.16.123.96_North-Central-section_1_52672825_0.9_1.0_0_cloudfare_servers_europe.json
