	target	probes_filename	alpha	threshold	noise	accuracy	precision	recall	f1	TP	FP	TN	FN
15	192.5.5.241	North-Central_100	1	-1.0	0	0.3684210526315789	0.875	0.3888888888888889	0.5384615384615385	21	3	0	33
3	192.5.5.241	North-Central_100	1	5.0	0	0.26785714285714285	0.8823529411764706	0.2777777777777778	0.42253521126760574	15	2	0	39
19	192.5.5.241	North-Central_100	1	10.0	0	0.3684210526315789	0.875	0.3888888888888889	0.5384615384615385	21	3	0	33
20	192.5.5.241	North-Central_100	1	20.0	0	0.3684210526315789	0.875	0.3888888888888889	0.5384615384615385	21	3	0	33
24	192.5.5.241	North-Central_100	1	30.0	0	0.3684210526315789	0.875	0.3888888888888889	0.5384615384615385	21	3	0	33
17	192.5.5.241	North-Central_1000	1	-1.0	0	0.532258064516129	0.7857142857142857	0.6226415094339622	0.6947368421052631	33	9	0	20
12	192.5.5.241	North-Central_1000	1	0.5	0	0.018518518518518517	1.0	0.018518518518518517	0.03636363636363636	1	0	0	53
6	192.5.5.241	North-Central_1000	1	1.0	0	0.3018867924528302	1.0	0.3018867924528302	0.463768115942029	16	0	0	37
11	192.5.5.241	North-Central_1000	1	5.0	0	0.5517241379310345	0.8648648648648649	0.6037735849056604	0.7111111111111112	32	5	0	21
13	192.5.5.241	North-Central_1000	1	10.0	0	0.532258064516129	0.7857142857142857	0.6226415094339622	0.6947368421052631	33	9	0	20
4	192.5.5.241	North-Central_1000	1	20.0	0	0.532258064516129	0.7857142857142857	0.6226415094339622	0.6947368421052631	33	9	0	20
2	192.5.5.241	North-Central_1000	1	30.0	0	0.532258064516129	0.7857142857142857	0.6226415094339622	0.6947368421052631	33	9	0	20
1	192.5.5.241	North-Central_300	1	-1.0	0	0.4745762711864407	0.8484848484848485	0.5185185185185185	0.6436781609195402	28	5	0	26
23	192.5.5.241	North-Central_300	1	1.0	0	0.18181818181818182	0.9090909090909091	0.18518518518518517	0.30769230769230765	10	1	0	44
16	192.5.5.241	North-Central_300	1	5.0	0	0.423728813559322	0.8333333333333334	0.46296296296296297	0.5952380952380952	25	5	0	29
22	192.5.5.241	North-Central_300	1	10.0	0	0.4745762711864407	0.8484848484848485	0.5185185185185185	0.6436781609195402	28	5	0	26
18	192.5.5.241	North-Central_300	1	20.0	0	0.4745762711864407	0.8484848484848485	0.5185185185185185	0.6436781609195402	28	5	0	26
14	192.5.5.241	North-Central_300	1	30.0	0	0.4745762711864407	0.8484848484848485	0.5185185185185185	0.6436781609195402	28	5	0	26
0	192.5.5.241	North-Central_500	1	-1.0	0	0.5737704918032787	0.8333333333333334	0.6481481481481481	0.7291666666666669	35	7	0	19
21	192.5.5.241	North-Central_500	1	0.5	0	0.037037037037037035	1.0	0.037037037037037035	0.07142857142857142	2	0	0	52
5	192.5.5.241	North-Central_500	1	1.0	0	0.25925925925925924	1.0	0.25925925925925924	0.4117647058823529	14	0	0	40
7	192.5.5.241	North-Central_500	1	5.0	0	0.5517241379310345	0.8888888888888888	0.5925925925925926	0.711111111111111	32	4	0	22
8	192.5.5.241	North-Central_500	1	10.0	0	0.5833333333333334	0.8536585365853658	0.6481481481481481	0.7368421052631579	35	6	0	19
9	192.5.5.241	North-Central_500	1	20.0	0	0.5737704918032787	0.8333333333333334	0.6481481481481481	0.7291666666666669	35	7	0	19
10	192.5.5.241	North-Central_500	1	30.0	0	0.5737704918032787	0.8333333333333334	0.6481481481481481	0.7291666666666669	35	7	0	19
