	target	probes_filename	alpha	threshold	noise	accuracy	precision	recall	f1	TP	FP	TN	FN
9	202.12.27.33	North-Central_100	1	-1.0	0	0.3333333333333333	0.3333333333333333	1.0	0.5	1	2	0	0
2	202.12.27.33	North-Central_1000	1	-1.0	0	0.1111111111111111	0.1111111111111111	1.0	0.19999999999999998	1	8	0	0
10	202.12.27.33	North-Central_1000	1	5.0	0	0.3333333333333333	0.3333333333333333	1.0	0.5	1	2	0	0
0	202.12.27.33	North-Central_1000	1	10.0	0	0.16666666666666666	0.16666666666666666	1.0	0.2857142857142857	1	5	0	0
6	202.12.27.33	North-Central_1000	1	20.0	0	0.14285714285714285	0.14285714285714285	1.0	0.25	1	6	0	0
8	202.12.27.33	North-Central_1000	1	30.0	0	0.14285714285714285	0.14285714285714285	1.0	0.25	1	6	0	0
5	202.12.27.33	North-Central_300	1	-1.0	0	0.2	0.2	1.0	0.33333333333333337	1	4	0	0
12	202.12.27.33	North-Central_300	1	10.0	0	0.5	0.5	1.0	0.6666666666666666	1	1	0	0
7	202.12.27.33	North-Central_300	1	20.0	0	0.3333333333333333	0.3333333333333333	1.0	0.5	1	2	0	0
4	202.12.27.33	North-Central_300	1	30.0	0	0.3333333333333333	0.3333333333333333	1.0	0.5	1	2	0	0
11	202.12.27.33	North-Central_500	1	-1.0	0	0.16666666666666666	0.16666666666666666	1.0	0.2857142857142857	1	5	0	0
3	202.12.27.33	North-Central_500	1	10.0	0	0.3333333333333333	0.3333333333333333	1.0	0.5	1	2	0	0
13	202.12.27.33	North-Central_500	1	20.0	0	0.16666666666666666	0.16666666666666666	1.0	0.2857142857142857	1	5	0	0
1	202.12.27.33	North-Central_500	1	30.0	0	0.16666666666666666	0.16666666666666666	1.0	0.2857142857142857	1	5	0	0
