	target	probes_filename	alpha	threshold	noise	accuracy	precision	recall	f1	TP	FP	TN	FN
1	199.7.83.42	North-Central_100	1	-1.0	0	0.1794871794871795	0.4375	0.23333333333333334	0.3043478260869565	7	9	0	23
11	199.7.83.42	North-Central_100	1	5.0	0	0.09375	0.6	0.1	0.17142857142857143	3	2	0	27
8	199.7.83.42	North-Central_100	1	10.0	0	0.16216216216216217	0.46153846153846156	0.2	0.27906976744186046	6	7	0	24
20	199.7.83.42	North-Central_100	1	20.0	0	0.15384615384615385	0.4	0.2	0.26666666666666666	6	9	0	24
3	199.7.83.42	North-Central_100	1	30.0	0	0.1794871794871795	0.4375	0.23333333333333334	0.3043478260869565	7	9	0	23
22	199.7.83.42	North-Central_1000	1	-1.0	0	0.37777777777777777	0.5	0.6071428571428571	0.5483870967741935	17	17	0	11
12	199.7.83.42	North-Central_1000	1	0.5	0	0.034482758620689655	1.0	0.034482758620689655	0.06666666666666667	1	0	0	28
4	199.7.83.42	North-Central_1000	1	1.0	0	0.2	0.8571428571428571	0.20689655172413793	0.33333333333333326	6	1	0	23
13	199.7.83.42	North-Central_1000	1	5.0	0	0.4375	0.7777777777777778	0.5	0.6086956521739131	14	4	0	14
7	199.7.83.42	North-Central_1000	1	10.0	0	0.38636363636363635	0.5151515151515151	0.6071428571428571	0.5573770491803278	17	16	0	11
5	199.7.83.42	North-Central_1000	1	20.0	0	0.37777777777777777	0.5	0.6071428571428571	0.5483870967741935	17	17	0	11
10	199.7.83.42	North-Central_1000	1	30.0	0	0.37777777777777777	0.5	0.6071428571428571	0.5483870967741935	17	17	0	11
21	199.7.83.42	North-Central_300	1	-1.0	0	0.375	0.5769230769230769	0.5172413793103449	0.5454545454545454	15	11	0	14
9	199.7.83.42	North-Central_300	1	1.0	0	0.06666666666666667	1.0	0.06666666666666667	0.125	2	0	0	28
0	199.7.83.42	North-Central_300	1	5.0	0	0.3870967741935484	0.9230769230769231	0.4	0.5581395348837209	12	1	0	18
23	199.7.83.42	North-Central_300	1	10.0	0	0.38461538461538464	0.6	0.5172413793103449	0.5555555555555556	15	10	0	14
6	199.7.83.42	North-Central_300	1	20.0	0	0.375	0.5769230769230769	0.5172413793103449	0.5454545454545454	15	11	0	14
2	199.7.83.42	North-Central_300	1	30.0	0	0.375	0.5769230769230769	0.5172413793103449	0.5454545454545454	15	11	0	14
15	199.7.83.42	North-Central_500	1	-1.0	0	0.45	0.6206896551724138	0.6206896551724138	0.6206896551724138	18	11	0	11
16	199.7.83.42	North-Central_500	1	1.0	0	0.2	1.0	0.2	0.33333333333333337	6	0	0	24
14	199.7.83.42	North-Central_500	1	5.0	0	0.4838709677419355	0.9375	0.5	0.6521739130434783	15	1	0	15
18	199.7.83.42	North-Central_500	1	10.0	0	0.425	0.6071428571428571	0.5862068965517241	0.5964912280701754	17	11	0	12
17	199.7.83.42	North-Central_500	1	20.0	0	0.45	0.6206896551724138	0.6206896551724138	0.6206896551724138	18	11	0	11
19	199.7.83.42	North-Central_500	1	30.0	0	0.45	0.6206896551724138	0.6206896551724138	0.6206896551724138	18	11	0	11
