	target	probes_filename	alpha	threshold	noise	accuracy	precision	recall	f1	TP	FP	TN	FN
30	192.5.5.241	North-Central-section_1	0.0	-1	0	0.3023255813953488	0.39	0.5735294117647058	0.46428571428571425	39	61	0	29
15	192.5.5.241	North-Central-section_1	0.1	-1	0	0.3333333333333333	0.4095238095238095	0.6417910447761194	0.5	43	62	0	24
31	192.5.5.241	North-Central-section_1	0.2	-1	0	0.3076923076923077	0.39215686274509803	0.5882352941176471	0.47058823529411764	40	62	0	28
17	192.5.5.241	North-Central-section_1	0.3	-1	0	0.3178294573643411	0.4019607843137255	0.6029411764705882	0.48235294117647054	41	61	0	27
18	192.5.5.241	North-Central-section_1	0.4	-1	0	0.3076923076923077	0.39215686274509803	0.5882352941176471	0.47058823529411764	40	62	0	28
25	192.5.5.241	North-Central-section_1	0.5	-1	0	0.3076923076923077	0.39215686274509803	0.5882352941176471	0.47058823529411764	40	62	0	28
22	192.5.5.241	North-Central-section_1	0.6	-1	0	0.3053435114503817	0.3883495145631068	0.5882352941176471	0.46783625730994155	40	63	0	28
10	192.5.5.241	North-Central-section_1	0.7	-1	0	0.3053435114503817	0.3883495145631068	0.5882352941176471	0.46783625730994155	40	63	0	28
29	192.5.5.241	North-Central-section_1	0.8	-1	0	0.3053435114503817	0.3883495145631068	0.5882352941176471	0.46783625730994155	40	63	0	28
19	192.5.5.241	North-Central-section_1	0.9	-1	0	0.3053435114503817	0.3883495145631068	0.5882352941176471	0.46783625730994155	40	63	0	28
32	192.5.5.241	North-Central-section_1	1.0	-1	0	0.3076923076923077	0.39215686274509803	0.5882352941176471	0.47058823529411764	40	62	0	28
21	192.5.5.241	North-Central-section_1.5	0.0	-1	0	0.2711864406779661	0.3950617283950617	0.463768115942029	0.42666666666666664	32	49	0	37
0	192.5.5.241	North-Central-section_1.5	0.1	-1	0	0.2796610169491525	0.4024390243902439	0.4782608695652174	0.43708609271523186	33	49	0	36
6	192.5.5.241	North-Central-section_1.5	0.2	-1	0	0.30434782608695654	0.43209876543209874	0.5072463768115942	0.46666666666666673	35	46	0	34
20	192.5.5.241	North-Central-section_1.5	0.3	-1	0	0.30434782608695654	0.43209876543209874	0.5072463768115942	0.46666666666666673	35	46	0	34
26	192.5.5.241	North-Central-section_1.5	0.4	-1	0	0.30434782608695654	0.43209876543209874	0.5072463768115942	0.46666666666666673	35	46	0	34
7	192.5.5.241	North-Central-section_1.5	0.5	-1	0	0.2982456140350877	0.43037974683544306	0.4927536231884058	0.4594594594594595	34	45	0	35
23	192.5.5.241	North-Central-section_1.5	0.6	-1	0	0.30701754385964913	0.4375	0.5072463768115942	0.4697986577181208	35	45	0	34
1	192.5.5.241	North-Central-section_1.5	0.7	-1	0	0.3157894736842105	0.4444444444444444	0.5217391304347826	0.48	36	45	0	33
13	192.5.5.241	North-Central-section_1.5	0.8	-1	0	0.3157894736842105	0.4444444444444444	0.5217391304347826	0.48	36	45	0	33
24	192.5.5.241	North-Central-section_1.5	0.9	-1	0	0.3157894736842105	0.4444444444444444	0.5217391304347826	0.48	36	45	0	33
12	192.5.5.241	North-Central-section_1.5	1.0	-1	0	0.32142857142857145	0.45569620253164556	0.5217391304347826	0.48648648648648646	36	43	0	33
28	192.5.5.241	North-Central-section_2	0.0	-1	0	0.21008403361344538	0.3246753246753247	0.373134328358209	0.34722222222222227	25	52	0	42
3	192.5.5.241	North-Central-section_2	0.1	-1	0	0.23478260869565218	0.35526315789473684	0.4090909090909091	0.38028169014084506	27	49	0	39
16	192.5.5.241	North-Central-section_2	0.2	-1	0	0.24561403508771928	0.3684210526315789	0.42424242424242425	0.3943661971830986	28	48	0	38
14	192.5.5.241	North-Central-section_2	0.3	-1	0	0.2743362831858407	0.4025974025974026	0.4626865671641791	0.4305555555555556	31	46	0	36
11	192.5.5.241	North-Central-section_2	0.4	-1	0	0.2719298245614035	0.4025974025974026	0.45588235294117646	0.42758620689655175	31	46	0	37
9	192.5.5.241	North-Central-section_2	0.5	-1	0	0.26956521739130435	0.3974358974358974	0.45588235294117646	0.4246575342465754	31	47	0	37
4	192.5.5.241	North-Central-section_2	0.6	-1	0	0.2807017543859649	0.41025641025641024	0.47058823529411764	0.4383561643835616	32	46	0	36
8	192.5.5.241	North-Central-section_2	0.7	-1	0	0.2807017543859649	0.41025641025641024	0.47058823529411764	0.4383561643835616	32	46	0	36
5	192.5.5.241	North-Central-section_2	0.8	-1	0	0.2807017543859649	0.41025641025641024	0.47058823529411764	0.4383561643835616	32	46	0	36
2	192.5.5.241	North-Central-section_2	0.9	-1	0	0.2807017543859649	0.41025641025641024	0.47058823529411764	0.4383561643835616	32	46	0	36
27	192.5.5.241	North-Central-section_2	1.0	-1	0	0.2807017543859649	0.41025641025641024	0.47058823529411764	0.4383561643835616	32	46	0	36
