	target	probes_filename	alpha	threshold	noise	accuracy	precision	recall	f1	TP	FP	TN	FN
19	198.41.0.4	North-Central_100	1	-1.0	0	0.5	1.0	0.5	0.6666666666666666	3	0	0	3
6	198.41.0.4	North-Central_100	1	5.0	0	0.5	1.0	0.5	0.6666666666666666	3	0	0	3
8	198.41.0.4	North-Central_100	1	10.0	0	0.5	1.0	0.5	0.6666666666666666	3	0	0	3
12	198.41.0.4	North-Central_100	1	20.0	0	0.5	1.0	0.5	0.6666666666666666	3	0	0	3
18	198.41.0.4	North-Central_100	1	30.0	0	0.5	1.0	0.5	0.6666666666666666	3	0	0	3
15	198.41.0.4	North-Central_1000	1	-1.0	0	0.625	0.7142857142857143	0.8333333333333334	0.7692307692307692	5	2	0	1
2	198.41.0.4	North-Central_1000	1	1.0	0	0.5	1.0	0.5	0.6666666666666666	3	0	0	3
14	198.41.0.4	North-Central_1000	1	5.0	0	0.625	0.7142857142857143	0.8333333333333334	0.7692307692307692	5	2	0	1
21	198.41.0.4	North-Central_1000	1	10.0	0	0.625	0.7142857142857143	0.8333333333333334	0.7692307692307692	5	2	0	1
17	198.41.0.4	North-Central_1000	1	20.0	0	0.625	0.7142857142857143	0.8333333333333334	0.7692307692307692	5	2	0	1
4	198.41.0.4	North-Central_1000	1	30.0	0	0.625	0.7142857142857143	0.8333333333333334	0.7692307692307692	5	2	0	1
13	198.41.0.4	North-Central_300	1	-1.0	0	0.5	0.6666666666666666	0.6666666666666666	0.6666666666666666	4	2	0	2
9	198.41.0.4	North-Central_300	1	5.0	0	0.6666666666666666	1.0	0.6666666666666666	0.8	4	0	0	2
20	198.41.0.4	North-Central_300	1	10.0	0	0.5714285714285714	0.8	0.6666666666666666	0.7272727272727272	4	1	0	2
1	198.41.0.4	North-Central_300	1	20.0	0	0.5	0.6666666666666666	0.6666666666666666	0.6666666666666666	4	2	0	2
5	198.41.0.4	North-Central_300	1	30.0	0	0.5	0.6666666666666666	0.6666666666666666	0.6666666666666666	4	2	0	2
7	198.41.0.4	North-Central_500	1	-1.0	0	0.6666666666666666	1.0	0.6666666666666666	0.8	4	0	0	2
11	198.41.0.4	North-Central_500	1	1.0	0	0.3333333333333333	1.0	0.3333333333333333	0.5	2	0	0	4
10	198.41.0.4	North-Central_500	1	5.0	0	0.6666666666666666	1.0	0.6666666666666666	0.8	4	0	0	2
16	198.41.0.4	North-Central_500	1	10.0	0	0.6666666666666666	1.0	0.6666666666666666	0.8	4	0	0	2
0	198.41.0.4	North-Central_500	1	20.0	0	0.6666666666666666	1.0	0.6666666666666666	0.8	4	0	0	2
3	198.41.0.4	North-Central_500	1	30.0	0	0.6666666666666666	1.0	0.6666666666666666	0.8	4	0	0	2
