	target	probes_filename	alpha	threshold	noise	accuracy	precision	recall	f1
24	192.58.128.30	North-Central_100	0.0	-1	0	0.17073170731707318	0.6363636363636364	0.1891891891891892	0.2916666666666667
32	192.58.128.30	North-Central_100	0.1	-1	0	0.23076923076923078	0.8181818181818182	0.24324324324324326	0.375
13	192.58.128.30	North-Central_100	0.2	-1	0	0.23076923076923078	0.8181818181818182	0.24324324324324326	0.375
15	192.58.128.30	North-Central_100	0.3	-1	0	0.24324324324324326	1.0	0.24324324324324326	0.391304347826087
38	192.58.128.30	North-Central_100	0.4	-1	0	0.24324324324324326	1.0	0.24324324324324326	0.391304347826087
22	192.58.128.30	North-Central_100	0.5	-1	0	0.24324324324324326	1.0	0.24324324324324326	0.391304347826087
17	192.58.128.30	North-Central_100	0.6	-1	0	0.24324324324324326	1.0	0.24324324324324326	0.391304347826087
28	192.58.128.30	North-Central_100	0.7	-1	0	0.24324324324324326	1.0	0.24324324324324326	0.391304347826087
5	192.58.128.30	North-Central_100	0.8	-1	0	0.24324324324324326	1.0	0.24324324324324326	0.391304347826087
29	192.58.128.30	North-Central_100	0.9	-1	0	0.24324324324324326	1.0	0.24324324324324326	0.391304347826087
39	192.58.128.30	North-Central_100	1.0	-1	0	0.24324324324324326	1.0	0.24324324324324326	0.391304347826087
43	192.58.128.30	North-Central_1000	0.0	-1	0	0.4090909090909091	0.72	0.4864864864864865	0.5806451612903226
0	192.58.128.30	North-Central_1000	0.1	-1	0	0.4090909090909091	0.72	0.4864864864864865	0.5806451612903226
35	192.58.128.30	North-Central_1000	0.2	-1	0	0.4090909090909091	0.72	0.4864864864864865	0.5806451612903226
2	192.58.128.30	North-Central_1000	0.3	-1	0	0.47619047619047616	0.8	0.5405405405405406	0.6451612903225806
8	192.58.128.30	North-Central_1000	0.4	-1	0	0.5121951219512195	0.84	0.5675675675675675	0.6774193548387097
3	192.58.128.30	North-Central_1000	0.5	-1	0	0.55	0.88	0.5945945945945946	0.7096774193548386
23	192.58.128.30	North-Central_1000	0.6	-1	0	0.55	0.88	0.5945945945945946	0.7096774193548386
14	192.58.128.30	North-Central_1000	0.7	-1	0	0.55	0.88	0.5945945945945946	0.7096774193548386
25	192.58.128.30	North-Central_1000	0.8	-1	0	0.55	0.88	0.5945945945945946	0.7096774193548386
27	192.58.128.30	North-Central_1000	0.9	-1	0	0.55	0.88	0.5945945945945946	0.7096774193548386
33	192.58.128.30	North-Central_1000	1.0	-1	0	0.55	0.88	0.5945945945945946	0.7096774193548386
30	192.58.128.30	North-Central_300	0.0	-1	0	0.16666666666666666	0.42105263157894735	0.21621621621621623	0.28571428571428575
4	192.58.128.30	North-Central_300	0.1	-1	0	0.2222222222222222	0.5555555555555556	0.2702702702702703	0.36363636363636365
19	192.58.128.30	North-Central_300	0.2	-1	0	0.24444444444444444	0.5789473684210527	0.2972972972972973	0.39285714285714285
16	192.58.128.30	North-Central_300	0.3	-1	0	0.24444444444444444	0.5789473684210527	0.2972972972972973	0.39285714285714285
40	192.58.128.30	North-Central_300	0.4	-1	0	0.29545454545454547	0.65	0.35135135135135137	0.456140350877193
6	192.58.128.30	North-Central_300	0.5	-1	0	0.36585365853658536	0.7894736842105263	0.40540540540540543	0.5357142857142857
31	192.58.128.30	North-Central_300	0.6	-1	0	0.36585365853658536	0.7894736842105263	0.40540540540540543	0.5357142857142857
34	192.58.128.30	North-Central_300	0.7	-1	0	0.375	0.8333333333333334	0.40540540540540543	0.5454545454545455
18	192.58.128.30	North-Central_300	0.8	-1	0	0.375	0.8333333333333334	0.40540540540540543	0.5454545454545455
10	192.58.128.30	North-Central_300	0.9	-1	0	0.375	0.8333333333333334	0.40540540540540543	0.5454545454545455
41	192.58.128.30	North-Central_300	1.0	-1	0	0.375	0.8333333333333334	0.40540540540540543	0.5454545454545455
1	192.58.128.30	North-Central_500	0.0	-1	0	0.2608695652173913	0.5714285714285714	0.32432432432432434	0.41379310344827586
7	192.58.128.30	North-Central_500	0.1	-1	0	0.3181818181818182	0.6666666666666666	0.3783783783783784	0.48275862068965514
12	192.58.128.30	North-Central_500	0.2	-1	0	0.32558139534883723	0.7	0.3783783783783784	0.4912280701754387
11	192.58.128.30	North-Central_500	0.3	-1	0	0.3333333333333333	0.7368421052631579	0.3783783783783784	0.5
37	192.58.128.30	North-Central_500	0.4	-1	0	0.4	0.8421052631578947	0.43243243243243246	0.5714285714285715
42	192.58.128.30	North-Central_500	0.5	-1	0	0.4358974358974359	0.8947368421052632	0.4594594594594595	0.6071428571428572
36	192.58.128.30	North-Central_500	0.6	-1	0	0.4358974358974359	0.8947368421052632	0.4594594594594595	0.6071428571428572
20	192.58.128.30	North-Central_500	0.7	-1	0	0.4358974358974359	0.8947368421052632	0.4594594594594595	0.6071428571428572
9	192.58.128.30	North-Central_500	0.8	-1	0	0.4358974358974359	0.8947368421052632	0.4594594594594595	0.6071428571428572
26	192.58.128.30	North-Central_500	0.9	-1	0	0.4358974358974359	0.8947368421052632	0.4594594594594595	0.6071428571428572
21	192.58.128.30	North-Central_500	1.0	-1	0	0.4358974358974359	0.8947368421052632	0.4594594594594595	0.6071428571428572
