	target	probes_filename	alpha	threshold	noise	accuracy	precision	recall	f1
22	192.36.148.17	North-Central_100	1	-1.0	0	0.23076923076923078	0.75	0.25	0.375
13	192.36.148.17	North-Central_100	1	1.0	0	0.08333333333333333	1.0	0.08333333333333333	0.15384615384615385
2	192.36.148.17	North-Central_100	1	5.0	0	0.23076923076923078	0.75	0.25	0.375
11	192.36.148.17	North-Central_100	1	10.0	0	0.23076923076923078	0.75	0.25	0.375
16	192.36.148.17	North-Central_100	1	20.0	0	0.23076923076923078	0.75	0.25	0.375
1	192.36.148.17	North-Central_100	1	30.0	0	0.23076923076923078	0.75	0.25	0.375
4	192.36.148.17	North-Central_1000	1	-1.0	0	0.72	0.9473684210526315	0.75	0.8372093023255814
3	192.36.148.17	North-Central_1000	1	1.0	0	0.4583333333333333	1.0	0.4583333333333333	0.6285714285714286
18	192.36.148.17	North-Central_1000	1	5.0	0	0.72	0.9473684210526315	0.75	0.8372093023255814
15	192.36.148.17	North-Central_1000	1	10.0	0	0.72	0.9473684210526315	0.75	0.8372093023255814
6	192.36.148.17	North-Central_1000	1	20.0	0	0.72	0.9473684210526315	0.75	0.8372093023255814
17	192.36.148.17	North-Central_1000	1	30.0	0	0.72	0.9473684210526315	0.75	0.8372093023255814
9	192.36.148.17	North-Central_300	1	-1.0	0	0.48148148148148145	0.8125	0.5416666666666666	0.65
8	192.36.148.17	North-Central_300	1	1.0	0	0.12	0.75	0.125	0.21428571428571427
12	192.36.148.17	North-Central_300	1	5.0	0	0.48148148148148145	0.8125	0.5416666666666666	0.65
7	192.36.148.17	North-Central_300	1	10.0	0	0.48148148148148145	0.8125	0.5416666666666666	0.65
20	192.36.148.17	North-Central_300	1	20.0	0	0.48148148148148145	0.8125	0.5416666666666666	0.65
23	192.36.148.17	North-Central_300	1	30.0	0	0.48148148148148145	0.8125	0.5416666666666666	0.65
5	192.36.148.17	North-Central_500	1	-1.0	0	0.5384615384615384	0.875	0.5833333333333334	0.7000000000000001
14	192.36.148.17	North-Central_500	1	1.0	0	0.2	0.8333333333333334	0.20833333333333334	0.33333333333333337
0	192.36.148.17	North-Central_500	1	5.0	0	0.5384615384615384	0.875	0.5833333333333334	0.7000000000000001
21	192.36.148.17	North-Central_500	1	10.0	0	0.5384615384615384	0.875	0.5833333333333334	0.7000000000000001
10	192.36.148.17	North-Central_500	1	20.0	0	0.5384615384615384	0.875	0.5833333333333334	0.7000000000000001
19	192.36.148.17	North-Central_500	1	30.0	0	0.5384615384615384	0.875	0.5833333333333334	0.7000000000000001
