	target	probes_filename	alpha	threshold	noise	accuracy	precision	recall	f1	TP	FP	TN	FN
2	199.9.14.201	North-Central_1000	1	-1.0	0	0.25	0.25	1.0	0.4	1	3	0	0
3	199.9.14.201	North-Central_1000	1	10.0	0	0.3333333333333333	0.3333333333333333	1.0	0.5	1	2	0	0
4	199.9.14.201	North-Central_1000	1	20.0	0	0.25	0.25	1.0	0.4	1	3	0	0
6	199.9.14.201	North-Central_1000	1	30.0	0	0.25	0.25	1.0	0.4	1	3	0	0
0	199.9.14.201	North-Central_500	1	-1.0	0	0.3333333333333333	0.3333333333333333	1.0	0.5	1	2	0	0
1	199.9.14.201	North-Central_500	1	10.0	0	0.5	0.5	1.0	0.6666666666666666	1	1	0	0
7	199.9.14.201	North-Central_500	1	20.0	0	0.3333333333333333	0.3333333333333333	1.0	0.5	1	2	0	0
5	199.9.14.201	North-Central_500	1	30.0	0	0.3333333333333333	0.3333333333333333	1.0	0.5	1	2	0	0
