	target	probes_filename	alpha	threshold	noise	accuracy	precision	recall	f1	TP	FP	TN	FN
11	202.12.27.33	North-Central_100	1	-1.0	0	0.125	0.125	1.0	0.2222222222222222	1	7	0	0
1	202.12.27.33	North-Central_100	1	10.0	0	0.3333333333333333	0.3333333333333333	1.0	0.5	1	2	0	0
13	202.12.27.33	North-Central_100	1	20.0	0	0.16666666666666666	0.16666666666666666	1.0	0.2857142857142857	1	5	0	0
0	202.12.27.33	North-Central_100	1	30.0	0	0.16666666666666666	0.16666666666666666	1.0	0.2857142857142857	1	5	0	0
4	202.12.27.33	North-Central_1000	1	-1.0	0	0.06666666666666667	0.06666666666666667	1.0	0.125	1	14	0	0
12	202.12.27.33	North-Central_1000	1	5.0	0	0.3333333333333333	0.3333333333333333	1.0	0.5	1	2	0	0
2	202.12.27.33	North-Central_1000	1	10.0	0	0.125	0.125	1.0	0.2222222222222222	1	7	0	0
8	202.12.27.33	North-Central_1000	1	20.0	0	0.08333333333333333	0.08333333333333333	1.0	0.15384615384615385	1	11	0	0
10	202.12.27.33	North-Central_1000	1	30.0	0	0.07692307692307693	0.07692307692307693	1.0	0.14285714285714288	1	12	0	0
7	202.12.27.33	North-Central_300	1	-1.0	0	0.07142857142857142	0.07142857142857142	1.0	0.13333333333333333	1	13	0	0
15	202.12.27.33	North-Central_300	1	10.0	0	0.2	0.2	1.0	0.33333333333333337	1	4	0	0
9	202.12.27.33	North-Central_300	1	20.0	0	0.125	0.125	1.0	0.2222222222222222	1	7	0	0
6	202.12.27.33	North-Central_300	1	30.0	0	0.09090909090909091	0.09090909090909091	1.0	0.16666666666666669	1	10	0	0
14	202.12.27.33	North-Central_500	1	-1.0	0	0.06666666666666667	0.06666666666666667	1.0	0.125	1	14	0	0
5	202.12.27.33	North-Central_500	1	10.0	0	0.1111111111111111	0.1111111111111111	1.0	0.19999999999999998	1	8	0	0
16	202.12.27.33	North-Central_500	1	20.0	0	0.07692307692307693	0.07692307692307693	1.0	0.14285714285714288	1	12	0	0
3	202.12.27.33	North-Central_500	1	30.0	0	0.07142857142857142	0.07142857142857142	1.0	0.13333333333333333	1	13	0	0
