	target	probes_filename	alpha	threshold	noise	accuracy	precision	recall	f1	TP	FP	TN	FN
6	199.7.91.13	North-Central-section_1	1	-1.0	0	0.4657534246575342	0.6071428571428571	0.6666666666666666	0.6355140186915887	34	22	0	17
1	199.7.91.13	North-Central-section_1	1	0.5	0	0.038461538461538464	1.0	0.038461538461538464	0.07407407407407407	2	0	0	50
8	199.7.91.13	North-Central-section_1	1	1.0	0	0.09803921568627451	1.0	0.09803921568627451	0.17857142857142855	5	0	0	46
9	199.7.91.13	North-Central-section_1	1	5.0	0	0.48333333333333334	0.7631578947368421	0.5686274509803921	0.651685393258427	29	9	0	22
10	199.7.91.13	North-Central-section_1	1	10.0	0	0.4714285714285714	0.6346153846153846	0.6470588235294118	0.6407766990291263	33	19	0	18
7	199.7.91.13	North-Central-section_1	1	20.0	0	0.4788732394366197	0.6296296296296297	0.6666666666666666	0.6476190476190475	34	20	0	17
2	199.7.91.13	North-Central-section_1	1	30.0	0	0.4722222222222222	0.6181818181818182	0.6666666666666666	0.6415094339622642	34	21	0	17
0	199.7.91.13	North-Central-section_2	1	-1.0	0	0.40298507462686567	0.6428571428571429	0.5192307692307693	0.574468085106383	27	15	0	25
12	199.7.91.13	North-Central-section_2	1	1.0	0	0.057692307692307696	1.0	0.057692307692307696	0.1090909090909091	3	0	0	49
3	199.7.91.13	North-Central-section_2	1	5.0	0	0.375	0.84	0.40384615384615385	0.5454545454545454	21	4	0	31
4	199.7.91.13	North-Central-section_2	1	10.0	0	0.42857142857142855	0.7105263157894737	0.5192307692307693	0.6	27	11	0	25
11	199.7.91.13	North-Central-section_2	1	20.0	0	0.4153846153846154	0.675	0.5192307692307693	0.5869565217391304	27	13	0	25
5	199.7.91.13	North-Central-section_2	1	30.0	0	0.4090909090909091	0.6585365853658537	0.5192307692307693	0.5806451612903226	27	14	0	25
