	target	probes_filename	alpha	threshold	noise	accuracy	precision	recall	f1	TP	FP	TN	FN
12	199.7.91.13	North-Central_100	1	-1.0	0	0.3191489361702128	0.8333333333333334	0.3409090909090909	0.4838709677419354	15	3	0	29
16	199.7.91.13	North-Central_100	1	5.0	0	0.3181818181818182	1.0	0.3181818181818182	0.4827586206896552	14	0	0	30
20	199.7.91.13	North-Central_100	1	10.0	0	0.2978723404255319	0.8235294117647058	0.3181818181818182	0.45901639344262296	14	3	0	30
1	199.7.91.13	North-Central_100	1	20.0	0	0.3191489361702128	0.8333333333333334	0.3409090909090909	0.4838709677419354	15	3	0	29
7	199.7.91.13	North-Central_100	1	30.0	0	0.3191489361702128	0.8333333333333334	0.3409090909090909	0.4838709677419354	15	3	0	29
4	199.7.91.13	North-Central_1000	1	-1.0	0	0.5166666666666667	0.6326530612244898	0.7380952380952381	0.6813186813186813	31	18	0	11
6	199.7.91.13	North-Central_1000	1	0.5	0	0.044444444444444446	1.0	0.044444444444444446	0.0851063829787234	2	0	0	43
3	199.7.91.13	North-Central_1000	1	1.0	0	0.3181818181818182	0.9333333333333333	0.32558139534883723	0.4827586206896553	14	1	0	29
22	199.7.91.13	North-Central_1000	1	5.0	0	0.5660377358490566	0.7317073170731707	0.7142857142857143	0.7228915662650603	30	11	0	12
23	199.7.91.13	North-Central_1000	1	10.0	0	0.5254237288135594	0.6458333333333334	0.7380952380952381	0.6888888888888889	31	17	0	11
19	199.7.91.13	North-Central_1000	1	20.0	0	0.5166666666666667	0.6326530612244898	0.7380952380952381	0.6813186813186813	31	18	0	11
15	199.7.91.13	North-Central_1000	1	30.0	0	0.5166666666666667	0.6326530612244898	0.7380952380952381	0.6813186813186813	31	18	0	11
0	199.7.91.13	North-Central_300	1	-1.0	0	0.4528301886792453	0.7058823529411765	0.5581395348837209	0.6233766233766234	24	10	0	19
13	199.7.91.13	North-Central_300	1	1.0	0	0.09090909090909091	1.0	0.09090909090909091	0.16666666666666669	4	0	0	40
2	199.7.91.13	North-Central_300	1	5.0	0	0.45652173913043476	0.875	0.4883720930232558	0.6268656716417911	21	3	0	22
11	199.7.91.13	North-Central_300	1	10.0	0	0.4423076923076923	0.71875	0.5348837209302325	0.6133333333333333	23	9	0	20
9	199.7.91.13	North-Central_300	1	20.0	0	0.4528301886792453	0.7058823529411765	0.5581395348837209	0.6233766233766234	24	10	0	19
5	199.7.91.13	North-Central_300	1	30.0	0	0.4528301886792453	0.7058823529411765	0.5581395348837209	0.6233766233766234	24	10	0	19
21	199.7.91.13	North-Central_500	1	-1.0	0	0.5357142857142857	0.7142857142857143	0.6818181818181818	0.6976744186046512	30	12	0	14
14	199.7.91.13	North-Central_500	1	1.0	0	0.2727272727272727	1.0	0.2727272727272727	0.42857142857142855	12	0	0	32
10	199.7.91.13	North-Central_500	1	5.0	0	0.5098039215686274	0.7878787878787878	0.5909090909090909	0.6753246753246752	26	7	0	18
17	199.7.91.13	North-Central_500	1	10.0	0	0.5370370370370371	0.7435897435897436	0.6590909090909091	0.6987951807228915	29	10	0	15
8	199.7.91.13	North-Central_500	1	20.0	0	0.5357142857142857	0.7142857142857143	0.6818181818181818	0.6976744186046512	30	12	0	14
18	199.7.91.13	North-Central_500	1	30.0	0	0.5357142857142857	0.7142857142857143	0.6818181818181818	0.6976744186046512	30	12	0	14
