	target	probes_filename	alpha	threshold	noise	accuracy	precision	recall	f1	TP	FP	TN	FN
19	199.7.91.13	North-Central-section_1	0.0	-1	0	0.3793103448275862	0.4782608695652174	0.6470588235294118	0.55	33	36	0	18
21	199.7.91.13	North-Central-section_1	0.1	-1	0	0.3977272727272727	0.4861111111111111	0.6862745098039216	0.5691056910569106	35	37	0	16
17	199.7.91.13	North-Central-section_1	0.2	-1	0	0.39325842696629215	0.4794520547945205	0.6862745098039216	0.5645161290322581	35	38	0	16
2	199.7.91.13	North-Central-section_1	0.3	-1	0	0.4	0.48	0.7058823529411765	0.5714285714285713	36	39	0	15
16	199.7.91.13	North-Central-section_1	0.4	-1	0	0.4157303370786517	0.49333333333333335	0.7254901960784313	0.5873015873015873	37	38	0	14
5	199.7.91.13	North-Central-section_1	0.5	-1	0	0.4157303370786517	0.49333333333333335	0.7254901960784313	0.5873015873015873	37	38	0	14
14	199.7.91.13	North-Central-section_1	0.6	-1	0	0.42045454545454547	0.5	0.7254901960784313	0.592	37	37	0	14
0	199.7.91.13	North-Central-section_1	0.7	-1	0	0.42045454545454547	0.5	0.7254901960784313	0.592	37	37	0	14
9	199.7.91.13	North-Central-section_1	0.8	-1	0	0.42045454545454547	0.5	0.7254901960784313	0.592	37	37	0	14
11	199.7.91.13	North-Central-section_1	0.9	-1	0	0.4318181818181818	0.5066666666666667	0.7450980392156863	0.6031746031746031	38	37	0	13
13	199.7.91.13	North-Central-section_1	1.0	-1	0	0.45348837209302323	0.527027027027027	0.7647058823529411	0.6239999999999999	39	35	0	12
8	199.7.91.13	North-Central-section_2	0.0	-1	0	0.26744186046511625	0.40350877192982454	0.4423076923076923	0.42201834862385323	23	34	0	29
4	199.7.91.13	North-Central-section_2	0.1	-1	0	0.2804878048780488	0.4339622641509434	0.4423076923076923	0.4380952380952381	23	30	0	29
6	199.7.91.13	North-Central-section_2	0.2	-1	0	0.2804878048780488	0.4339622641509434	0.4423076923076923	0.4380952380952381	23	30	0	29
15	199.7.91.13	North-Central-section_2	0.3	-1	0	0.2962962962962963	0.4528301886792453	0.46153846153846156	0.45714285714285713	24	29	0	28
12	199.7.91.13	North-Central-section_2	0.4	-1	0	0.34615384615384615	0.5094339622641509	0.5192307692307693	0.5142857142857143	27	26	0	25
20	199.7.91.13	North-Central-section_2	0.5	-1	0	0.35443037974683544	0.509090909090909	0.5384615384615384	0.5233644859813084	28	27	0	24
3	199.7.91.13	North-Central-section_2	0.6	-1	0	0.35443037974683544	0.509090909090909	0.5384615384615384	0.5233644859813084	28	27	0	24
7	199.7.91.13	North-Central-section_2	0.7	-1	0	0.35	0.5	0.5384615384615384	0.5185185185185186	28	28	0	24
18	199.7.91.13	North-Central-section_2	0.8	-1	0	0.35	0.5	0.5384615384615384	0.5185185185185186	28	28	0	24
10	199.7.91.13	North-Central-section_2	0.9	-1	0	0.35	0.5	0.5384615384615384	0.5185185185185186	28	28	0	24
1	199.7.91.13	North-Central-section_2	1.0	-1	0	0.35443037974683544	0.509090909090909	0.5384615384615384	0.5233644859813084	28	27	0	24
