	target	probes_filename	alpha	threshold	noise	accuracy	precision	recall	f1	TP	FP	TN	FN
26	192.36.148.17	North-Central_100	0.0	-1	0	0.14285714285714285	0.5	0.16666666666666666	0.25	4	4	0	20
39	192.36.148.17	North-Central_100	0.1	-1	0	0.10344827586206896	0.375	0.125	0.1875	3	5	0	21
24	192.36.148.17	North-Central_100	0.2	-1	0	0.10344827586206896	0.375	0.125	0.1875	3	5	0	21
27	192.36.148.17	North-Central_100	0.3	-1	0	0.18518518518518517	0.625	0.20833333333333334	0.3125	5	3	0	19
18	192.36.148.17	North-Central_100	0.4	-1	0	0.18518518518518517	0.625	0.20833333333333334	0.3125	5	3	0	19
23	192.36.148.17	North-Central_100	0.5	-1	0	0.23076923076923078	0.75	0.25	0.375	6	2	0	18
28	192.36.148.17	North-Central_100	0.6	-1	0	0.23076923076923078	0.75	0.25	0.375	6	2	0	18
41	192.36.148.17	North-Central_100	0.7	-1	0	0.23076923076923078	0.75	0.25	0.375	6	2	0	18
37	192.36.148.17	North-Central_100	0.8	-1	0	0.23076923076923078	0.75	0.25	0.375	6	2	0	18
1	192.36.148.17	North-Central_100	0.9	-1	0	0.23076923076923078	0.75	0.25	0.375	6	2	0	18
40	192.36.148.17	North-Central_100	1.0	-1	0	0.23076923076923078	0.75	0.25	0.375	6	2	0	18
3	192.36.148.17	North-Central_1000	0.0	-1	0	0.3870967741935484	0.631578947368421	0.5	0.5581395348837209	12	7	0	12
32	192.36.148.17	North-Central_1000	0.1	-1	0	0.3870967741935484	0.631578947368421	0.5	0.5581395348837209	12	7	0	12
13	192.36.148.17	North-Central_1000	0.2	-1	0	0.3870967741935484	0.631578947368421	0.5	0.5581395348837209	12	7	0	12
30	192.36.148.17	North-Central_1000	0.3	-1	0	0.43333333333333335	0.6842105263157895	0.5416666666666666	0.6046511627906976	13	6	0	11
4	192.36.148.17	North-Central_1000	0.4	-1	0	0.4827586206896552	0.7368421052631579	0.5833333333333334	0.6511627906976745	14	5	0	10
8	192.36.148.17	North-Central_1000	0.5	-1	0	0.5357142857142857	0.7894736842105263	0.625	0.6976744186046512	15	4	0	9
34	192.36.148.17	North-Central_1000	0.6	-1	0	0.6153846153846154	0.8888888888888888	0.6666666666666666	0.761904761904762	16	2	0	8
21	192.36.148.17	North-Central_1000	0.7	-1	0	0.68	0.9444444444444444	0.7083333333333334	0.8095238095238096	17	1	0	7
15	192.36.148.17	North-Central_1000	0.8	-1	0	0.72	0.9473684210526315	0.75	0.8372093023255814	18	1	0	6
29	192.36.148.17	North-Central_1000	0.9	-1	0	0.72	0.9473684210526315	0.75	0.8372093023255814	18	1	0	6
20	192.36.148.17	North-Central_1000	1.0	-1	0	0.72	0.9473684210526315	0.75	0.8372093023255814	18	1	0	6
19	192.36.148.17	North-Central_300	0.0	-1	0	0.14705882352941177	0.3333333333333333	0.20833333333333334	0.25641025641025644	5	10	0	19
16	192.36.148.17	North-Central_300	0.1	-1	0	0.18181818181818182	0.4	0.25	0.3076923076923077	6	9	0	18
0	192.36.148.17	North-Central_300	0.2	-1	0	0.21875	0.4666666666666667	0.2916666666666667	0.35897435897435903	7	8	0	17
7	192.36.148.17	North-Central_300	0.3	-1	0	0.42857142857142855	0.75	0.5	0.6	12	4	0	12
10	192.36.148.17	North-Central_300	0.4	-1	0	0.48148148148148145	0.8125	0.5416666666666666	0.65	13	3	0	11
42	192.36.148.17	North-Central_300	0.5	-1	0	0.48148148148148145	0.8125	0.5416666666666666	0.65	13	3	0	11
14	192.36.148.17	North-Central_300	0.6	-1	0	0.48148148148148145	0.8125	0.5416666666666666	0.65	13	3	0	11
12	192.36.148.17	North-Central_300	0.7	-1	0	0.48148148148148145	0.8125	0.5416666666666666	0.65	13	3	0	11
36	192.36.148.17	North-Central_300	0.8	-1	0	0.48148148148148145	0.8125	0.5416666666666666	0.65	13	3	0	11
25	192.36.148.17	North-Central_300	0.9	-1	0	0.48148148148148145	0.8125	0.5416666666666666	0.65	13	3	0	11
6	192.36.148.17	North-Central_300	1.0	-1	0	0.48148148148148145	0.8125	0.5416666666666666	0.65	13	3	0	11
11	192.36.148.17	North-Central_500	0.0	-1	0	0.21875	0.4666666666666667	0.2916666666666667	0.35897435897435903	7	8	0	17
35	192.36.148.17	North-Central_500	0.1	-1	0	0.21875	0.4666666666666667	0.2916666666666667	0.35897435897435903	7	8	0	17
22	192.36.148.17	North-Central_500	0.2	-1	0	0.25806451612903225	0.5333333333333333	0.3333333333333333	0.4102564102564102	8	7	0	16
17	192.36.148.17	North-Central_500	0.3	-1	0	0.3	0.6	0.375	0.4615384615384615	9	6	0	15
5	192.36.148.17	North-Central_500	0.4	-1	0	0.3	0.6	0.375	0.4615384615384615	9	6	0	15
38	192.36.148.17	North-Central_500	0.5	-1	0	0.39285714285714285	0.7333333333333333	0.4583333333333333	0.5641025641025641	11	4	0	13
43	192.36.148.17	North-Central_500	0.6	-1	0	0.5384615384615384	0.875	0.5833333333333334	0.7000000000000001	14	2	0	10
2	192.36.148.17	North-Central_500	0.7	-1	0	0.5384615384615384	0.875	0.5833333333333334	0.7000000000000001	14	2	0	10
31	192.36.148.17	North-Central_500	0.8	-1	0	0.5384615384615384	0.875	0.5833333333333334	0.7000000000000001	14	2	0	10
33	192.36.148.17	North-Central_500	0.9	-1	0	0.5384615384615384	0.875	0.5833333333333334	0.7000000000000001	14	2	0	10
9	192.36.148.17	North-Central_500	1.0	-1	0	0.5384615384615384	0.875	0.5833333333333334	0.7000000000000001	14	2	0	10
