	target	probes_filename	alpha	threshold	noise	accuracy	precision	recall	f1	TP	FP	TN	FN
35	193.0.14.129	North-Central_100	0.0	-1	0	0.06976744186046512	0.375	0.07894736842105263	0.13043478260869565	3	5	0	35
4	193.0.14.129	North-Central_100	0.1	-1	0	0.06976744186046512	0.375	0.07894736842105263	0.13043478260869565	3	5	0	35
16	193.0.14.129	North-Central_100	0.2	-1	0	0.12195121951219512	0.625	0.13157894736842105	0.21739130434782608	5	3	0	33
28	193.0.14.129	North-Central_100	0.3	-1	0	0.12195121951219512	0.625	0.13157894736842105	0.21739130434782608	5	3	0	33
2	193.0.14.129	North-Central_100	0.4	-1	0	0.12195121951219512	0.625	0.13157894736842105	0.21739130434782608	5	3	0	33
34	193.0.14.129	North-Central_100	0.5	-1	0	0.15	0.75	0.15789473684210525	0.2608695652173913	6	2	0	32
22	193.0.14.129	North-Central_100	0.6	-1	0	0.15	0.75	0.15789473684210525	0.2608695652173913	6	2	0	32
23	193.0.14.129	North-Central_100	0.7	-1	0	0.1794871794871795	0.875	0.18421052631578946	0.30434782608695654	7	1	0	31
12	193.0.14.129	North-Central_100	0.8	-1	0	0.1794871794871795	0.875	0.18421052631578946	0.30434782608695654	7	1	0	31
26	193.0.14.129	North-Central_100	0.9	-1	0	0.175	0.875	0.1794871794871795	0.2978723404255319	7	1	0	32
18	193.0.14.129	North-Central_100	1.0	-1	0	0.175	0.875	0.1794871794871795	0.2978723404255319	7	1	0	32
6	193.0.14.129	North-Central_1000	0.0	-1	0	0.3409090909090909	0.7142857142857143	0.39473684210526316	0.5084745762711864	15	6	0	23
21	193.0.14.129	North-Central_1000	0.1	-1	0	0.38095238095238093	0.8	0.42105263157894735	0.5517241379310345	16	4	0	22
38	193.0.14.129	North-Central_1000	0.2	-1	0	0.38095238095238093	0.8	0.42105263157894735	0.5517241379310345	16	4	0	22
3	193.0.14.129	North-Central_1000	0.3	-1	0	0.38095238095238093	0.8	0.42105263157894735	0.5517241379310345	16	4	0	22
29	193.0.14.129	North-Central_1000	0.4	-1	0	0.38095238095238093	0.8	0.42105263157894735	0.5517241379310345	16	4	0	22
41	193.0.14.129	North-Central_1000	0.5	-1	0	0.45	0.9	0.47368421052631576	0.6206896551724138	18	2	0	20
24	193.0.14.129	North-Central_1000	0.6	-1	0	0.5263157894736842	1.0	0.5263157894736842	0.6896551724137931	20	0	0	18
42	193.0.14.129	North-Central_1000	0.7	-1	0	0.5128205128205128	1.0	0.5128205128205128	0.6779661016949152	20	0	0	19
37	193.0.14.129	North-Central_1000	0.8	-1	0	0.5128205128205128	1.0	0.5128205128205128	0.6779661016949152	20	0	0	19
43	193.0.14.129	North-Central_1000	0.9	-1	0	0.5128205128205128	1.0	0.5128205128205128	0.6779661016949152	20	0	0	19
31	193.0.14.129	North-Central_1000	1.0	-1	0	0.5128205128205128	1.0	0.5128205128205128	0.6779661016949152	20	0	0	19
1	193.0.14.129	North-Central_300	0.0	-1	0	0.15217391304347827	0.5	0.1794871794871795	0.2641509433962264	7	7	0	32
40	193.0.14.129	North-Central_300	0.1	-1	0	0.15217391304347827	0.5	0.1794871794871795	0.2641509433962264	7	7	0	32
17	193.0.14.129	North-Central_300	0.2	-1	0	0.15217391304347827	0.5	0.1794871794871795	0.2641509433962264	7	7	0	32
14	193.0.14.129	North-Central_300	0.3	-1	0	0.15217391304347827	0.5	0.1794871794871795	0.2641509433962264	7	7	0	32
30	193.0.14.129	North-Central_300	0.4	-1	0	0.17777777777777778	0.5714285714285714	0.20512820512820512	0.3018867924528302	8	6	0	31
0	193.0.14.129	North-Central_300	0.5	-1	0	0.2926829268292683	0.8571428571428571	0.3076923076923077	0.45283018867924535	12	2	0	27
7	193.0.14.129	North-Central_300	0.6	-1	0	0.3333333333333333	0.9285714285714286	0.34210526315789475	0.5	13	1	0	25
39	193.0.14.129	North-Central_300	0.7	-1	0	0.325	0.9285714285714286	0.3333333333333333	0.4905660377358491	13	1	0	26
10	193.0.14.129	North-Central_300	0.8	-1	0	0.325	0.9285714285714286	0.3333333333333333	0.4905660377358491	13	1	0	26
33	193.0.14.129	North-Central_300	0.9	-1	0	0.325	0.9285714285714286	0.3333333333333333	0.4905660377358491	13	1	0	26
5	193.0.14.129	North-Central_300	1.0	-1	0	0.325	0.9285714285714286	0.3333333333333333	0.4905660377358491	13	1	0	26
20	193.0.14.129	North-Central_500	0.0	-1	0	0.1836734693877551	0.45	0.23684210526315788	0.3103448275862069	9	11	0	29
32	193.0.14.129	North-Central_500	0.1	-1	0	0.13725490196078433	0.35	0.18421052631578946	0.24137931034482757	7	13	0	31
15	193.0.14.129	North-Central_500	0.2	-1	0	0.13725490196078433	0.35	0.18421052631578946	0.24137931034482757	7	13	0	31
27	193.0.14.129	North-Central_500	0.3	-1	0	0.1875	0.47368421052631576	0.23684210526315788	0.3157894736842105	9	10	0	29
36	193.0.14.129	North-Central_500	0.4	-1	0	0.3023255813953488	0.7222222222222222	0.34210526315789475	0.46428571428571425	13	5	0	25
9	193.0.14.129	North-Central_500	0.5	-1	0	0.3333333333333333	0.7777777777777778	0.3684210526315789	0.5	14	4	0	24
11	193.0.14.129	North-Central_500	0.6	-1	0	0.4	0.8888888888888888	0.42105263157894735	0.5714285714285714	16	2	0	22
19	193.0.14.129	North-Central_500	0.7	-1	0	0.4	0.8888888888888888	0.42105263157894735	0.5714285714285714	16	2	0	22
8	193.0.14.129	North-Central_500	0.8	-1	0	0.4	0.8888888888888888	0.42105263157894735	0.5714285714285714	16	2	0	22
25	193.0.14.129	North-Central_500	0.9	-1	0	0.3902439024390244	0.8888888888888888	0.41025641025641024	0.5614035087719298	16	2	0	23
13	193.0.14.129	North-Central_500	1.0	-1	0	0.38095238095238093	0.8421052631578947	0.41025641025641024	0.5517241379310346	16	3	0	23
