	target	probes_filename	alpha	threshold	noise	accuracy	precision	recall	f1	TP	FP	TN	FN
9	192.203.230.10	North-Central_100	0.0	-1	0	0.2	0.45161290322580644	0.2641509433962264	0.3333333333333333	14	17	0	39
12	192.203.230.10	North-Central_100	0.1	-1	0	0.2923076923076923	0.59375	0.36538461538461536	0.45238095238095233	19	13	0	33
2	192.203.230.10	North-Central_100	0.2	-1	0	0.30303030303030304	0.6060606060606061	0.37735849056603776	0.46511627906976744	20	13	0	33
18	192.203.230.10	North-Central_100	0.3	-1	0	0.3333333333333333	0.65625	0.40384615384615385	0.5000000000000001	21	11	0	31
25	192.203.230.10	North-Central_100	0.4	-1	0	0.3333333333333333	0.6774193548387096	0.39622641509433965	0.5	21	10	0	32
26	192.203.230.10	North-Central_100	0.5	-1	0	0.36065573770491804	0.7333333333333333	0.41509433962264153	0.5301204819277109	22	8	0	31
16	192.203.230.10	North-Central_100	0.6	-1	0	0.36065573770491804	0.7333333333333333	0.41509433962264153	0.5301204819277109	22	8	0	31
22	192.203.230.10	North-Central_100	0.7	-1	0	0.3898305084745763	0.7931034482758621	0.4339622641509434	0.5609756097560975	23	6	0	30
19	192.203.230.10	North-Central_100	0.8	-1	0	0.4067796610169492	0.8	0.4528301886792453	0.5783132530120482	24	6	0	29
20	192.203.230.10	North-Central_100	0.9	-1	0	0.4067796610169492	0.8	0.4528301886792453	0.5783132530120482	24	6	0	29
28	192.203.230.10	North-Central_100	1.0	-1	0	0.4067796610169492	0.8	0.4528301886792453	0.5783132530120482	24	6	0	29
14	192.203.230.10	North-Central_1000	0.0	-1	0	0.42857142857142855	0.46987951807228917	0.8297872340425532	0.6	39	44	0	8
0	192.203.230.10	North-Central_1000	0.1	-1	0	0.41935483870967744	0.4588235294117647	0.8297872340425532	0.5909090909090908	39	46	0	8
29	192.203.230.10	North-Central_1000	0.2	-1	0	0.43478260869565216	0.47058823529411764	0.851063829787234	0.6060606060606061	40	45	0	7
3	192.203.230.10	North-Central_1000	0.3	-1	0	0.43478260869565216	0.47058823529411764	0.851063829787234	0.6060606060606061	40	45	0	7
6	192.203.230.10	North-Central_1000	0.4	-1	0	0.4606741573033708	0.4939759036144578	0.8723404255319149	0.6307692307692309	41	42	0	6
21	192.203.230.10	North-Central_1000	0.5	-1	0	0.45555555555555555	0.4880952380952381	0.8723404255319149	0.6259541984732824	41	43	0	6
15	192.203.230.10	North-Central_1000	0.6	-1	0	0.4666666666666667	0.5060240963855421	0.8571428571428571	0.6363636363636364	42	41	0	7
33	192.203.230.10	North-Central_1000	0.7	-1	0	0.4666666666666667	0.5060240963855421	0.8571428571428571	0.6363636363636364	42	41	0	7
40	192.203.230.10	North-Central_1000	0.8	-1	0	0.47191011235955055	0.5121951219512195	0.8571428571428571	0.6412213740458015	42	40	0	7
11	192.203.230.10	North-Central_1000	0.9	-1	0	0.47191011235955055	0.5121951219512195	0.8571428571428571	0.6412213740458015	42	40	0	7
42	192.203.230.10	North-Central_1000	1.0	-1	0	0.47191011235955055	0.5060240963855421	0.875	0.6412213740458014	42	41	0	6
30	192.203.230.10	North-Central_300	0.0	-1	0	0.43661971830985913	0.5961538461538461	0.62	0.607843137254902	31	21	0	19
34	192.203.230.10	North-Central_300	0.1	-1	0	0.410958904109589	0.5660377358490566	0.6	0.5825242718446602	30	23	0	20
39	192.203.230.10	North-Central_300	0.2	-1	0	0.40540540540540543	0.5555555555555556	0.6	0.576923076923077	30	24	0	20
4	192.203.230.10	North-Central_300	0.3	-1	0	0.4788732394366197	0.6181818181818182	0.68	0.6476190476190475	34	21	0	16
35	192.203.230.10	North-Central_300	0.4	-1	0	0.5	0.6363636363636364	0.7	0.6666666666666666	35	20	0	15
43	192.203.230.10	North-Central_300	0.5	-1	0	0.5072463768115942	0.6363636363636364	0.7142857142857143	0.673076923076923	35	20	0	14
10	192.203.230.10	North-Central_300	0.6	-1	0	0.5373134328358209	0.6666666666666666	0.7346938775510204	0.6990291262135923	36	18	0	13
7	192.203.230.10	North-Central_300	0.7	-1	0	0.5373134328358209	0.6666666666666666	0.7346938775510204	0.6990291262135923	36	18	0	13
41	192.203.230.10	North-Central_300	0.8	-1	0	0.5606060606060606	0.6851851851851852	0.7551020408163265	0.7184466019417475	37	17	0	12
37	192.203.230.10	North-Central_300	0.9	-1	0	0.5757575757575758	0.6909090909090909	0.7755102040816326	0.7307692307692308	38	17	0	11
36	192.203.230.10	North-Central_300	1.0	-1	0	0.5909090909090909	0.6964285714285714	0.7959183673469388	0.7428571428571428	39	17	0	10
27	192.203.230.10	North-Central_500	0.0	-1	0	0.5	0.6333333333333333	0.7037037037037037	0.6666666666666667	38	22	0	16
38	192.203.230.10	North-Central_500	0.1	-1	0	0.4935064935064935	0.6333333333333333	0.6909090909090909	0.6608695652173913	38	22	0	17
32	192.203.230.10	North-Central_500	0.2	-1	0	0.4810126582278481	0.6129032258064516	0.6909090909090909	0.6495726495726496	38	24	0	17
23	192.203.230.10	North-Central_500	0.3	-1	0	0.4810126582278481	0.6129032258064516	0.6909090909090909	0.6495726495726496	38	24	0	17
5	192.203.230.10	North-Central_500	0.4	-1	0	0.5	0.6290322580645161	0.7090909090909091	0.6666666666666666	39	23	0	16
8	192.203.230.10	North-Central_500	0.5	-1	0	0.5	0.6290322580645161	0.7090909090909091	0.6666666666666666	39	23	0	16
13	192.203.230.10	North-Central_500	0.6	-1	0	0.5064935064935064	0.639344262295082	0.7090909090909091	0.6724137931034484	39	22	0	16
31	192.203.230.10	North-Central_500	0.7	-1	0	0.5	0.6290322580645161	0.7090909090909091	0.6666666666666666	39	23	0	16
24	192.203.230.10	North-Central_500	0.8	-1	0	0.5131578947368421	0.639344262295082	0.7222222222222222	0.6782608695652174	39	22	0	15
1	192.203.230.10	North-Central_500	0.9	-1	0	0.5131578947368421	0.639344262295082	0.7222222222222222	0.6782608695652174	39	22	0	15
17	192.203.230.10	North-Central_500	1.0	-1	0	0.4936708860759494	0.6	0.7358490566037735	0.6610169491525424	39	26	0	14
