	target	probes_filename	alpha	threshold	noise	accuracy	precision	recall	f1	TP	FP	TN	FN
5	198.41.0.4	North-Central-section_1	1	-1.0	0	0.26666666666666666	0.3076923076923077	0.6666666666666666	0.42105263157894735	4	9	0	2
14	198.41.0.4	North-Central-section_1	1	5.0	0	0.5	1.0	0.5	0.6666666666666666	3	0	0	3
9	198.41.0.4	North-Central-section_1	1	10.0	0	0.36363636363636365	0.4444444444444444	0.6666666666666666	0.5333333333333333	4	5	0	2
7	198.41.0.4	North-Central-section_1	1	20.0	0	0.3076923076923077	0.36363636363636365	0.6666666666666666	0.4705882352941177	4	7	0	2
1	198.41.0.4	North-Central-section_1	1	30.0	0	0.3076923076923077	0.36363636363636365	0.6666666666666666	0.4705882352941177	4	7	0	2
8	198.41.0.4	North-Central-section_1.5	1	-1.0	0	0.11764705882352941	0.15384615384615385	0.3333333333333333	0.21052631578947367	2	11	0	4
3	198.41.0.4	North-Central-section_1.5	1	5.0	0	0.0	0.0	0.0	0.0	0	2	0	6
6	198.41.0.4	North-Central-section_1.5	1	10.0	0	0.16666666666666666	0.25	0.3333333333333333	0.28571428571428575	2	6	0	4
13	198.41.0.4	North-Central-section_1.5	1	20.0	0	0.14285714285714285	0.2	0.3333333333333333	0.25	2	8	0	4
10	198.41.0.4	North-Central-section_1.5	1	30.0	0	0.14285714285714285	0.2	0.3333333333333333	0.25	2	8	0	4
11	198.41.0.4	North-Central-section_2	1	-1.0	0	0.2	0.25	0.5	0.3333333333333333	3	9	0	3
0	198.41.0.4	North-Central-section_2	1	5.0	0	0.0	0.0	0.0	0.0	0	2	0	6
2	198.41.0.4	North-Central-section_2	1	10.0	0	0.3	0.42857142857142855	0.5	0.4615384615384615	3	4	0	3
12	198.41.0.4	North-Central-section_2	1	20.0	0	0.23076923076923078	0.3	0.5	0.37499999999999994	3	7	0	3
4	198.41.0.4	North-Central-section_2	1	30.0	0	0.23076923076923078	0.3	0.5	0.37499999999999994	3	7	0	3
