	target	probes_filename	alpha	threshold	noise	accuracy	precision	recall	f1
25	192.58.128.30	North-Central_100	1	-1.0	0	0.24324324324324326	1.0	0.24324324324324326	0.391304347826087
13	192.58.128.30	North-Central_100	1	1.0	0	0.08108108108108109	1.0	0.08108108108108109	0.15
19	192.58.128.30	North-Central_100	1	5.0	0	0.21621621621621623	1.0	0.21621621621621623	0.35555555555555557
1	192.58.128.30	North-Central_100	1	10.0	0	0.24324324324324326	1.0	0.24324324324324326	0.391304347826087
2	192.58.128.30	North-Central_100	1	20.0	0	0.24324324324324326	1.0	0.24324324324324326	0.391304347826087
20	192.58.128.30	North-Central_100	1	30.0	0	0.24324324324324326	1.0	0.24324324324324326	0.391304347826087
21	192.58.128.30	North-Central_1000	1	-1.0	0	0.55	0.88	0.5945945945945946	0.7096774193548386
22	192.58.128.30	North-Central_1000	1	0.5	0	0.10810810810810811	1.0	0.10810810810810811	0.1951219512195122
11	192.58.128.30	North-Central_1000	1	1.0	0	0.34210526315789475	0.9285714285714286	0.35135135135135137	0.5098039215686275
16	192.58.128.30	North-Central_1000	1	5.0	0	0.5641025641025641	0.9166666666666666	0.5945945945945946	0.7213114754098361
23	192.58.128.30	North-Central_1000	1	10.0	0	0.55	0.88	0.5945945945945946	0.7096774193548386
10	192.58.128.30	North-Central_1000	1	20.0	0	0.55	0.88	0.5945945945945946	0.7096774193548386
9	192.58.128.30	North-Central_1000	1	30.0	0	0.55	0.88	0.5945945945945946	0.7096774193548386
4	192.58.128.30	North-Central_300	1	-1.0	0	0.375	0.8333333333333334	0.40540540540540543	0.5454545454545455
24	192.58.128.30	North-Central_300	1	1.0	0	0.13513513513513514	1.0	0.13513513513513514	0.2380952380952381
8	192.58.128.30	North-Central_300	1	5.0	0	0.38461538461538464	0.8823529411764706	0.40540540540540543	0.5555555555555556
7	192.58.128.30	North-Central_300	1	10.0	0	0.375	0.8333333333333334	0.40540540540540543	0.5454545454545455
6	192.58.128.30	North-Central_300	1	20.0	0	0.375	0.8333333333333334	0.40540540540540543	0.5454545454545455
15	192.58.128.30	North-Central_300	1	30.0	0	0.375	0.8333333333333334	0.40540540540540543	0.5454545454545455
18	192.58.128.30	North-Central_500	1	-1.0	0	0.4358974358974359	0.8947368421052632	0.4594594594594595	0.6071428571428572
5	192.58.128.30	North-Central_500	1	0.5	0	0.05405405405405406	1.0	0.05405405405405406	0.10256410256410257
12	192.58.128.30	North-Central_500	1	1.0	0	0.24324324324324326	1.0	0.24324324324324326	0.391304347826087
17	192.58.128.30	North-Central_500	1	5.0	0	0.4473684210526316	0.9444444444444444	0.4594594594594595	0.6181818181818182
14	192.58.128.30	North-Central_500	1	10.0	0	0.4358974358974359	0.8947368421052632	0.4594594594594595	0.6071428571428572
0	192.58.128.30	North-Central_500	1	20.0	0	0.4358974358974359	0.8947368421052632	0.4594594594594595	0.6071428571428572
3	192.58.128.30	North-Central_500	1	30.0	0	0.4358974358974359	0.8947368421052632	0.4594594594594595	0.6071428571428572
