	target	probes_filename	alpha	threshold	noise	accuracy	precision	recall	f1
1	199.7.83.42	North-Central_100	1	-1.0	0	0.125	0.6666666666666666	0.13333333333333333	0.2222222222222222
11	199.7.83.42	North-Central_100	1	5.0	0	0.12903225806451613	0.8	0.13333333333333333	0.2285714285714286
8	199.7.83.42	North-Central_100	1	10.0	0	0.125	0.6666666666666666	0.13333333333333333	0.2222222222222222
20	199.7.83.42	North-Central_100	1	20.0	0	0.125	0.6666666666666666	0.13333333333333333	0.2222222222222222
3	199.7.83.42	North-Central_100	1	30.0	0	0.125	0.6666666666666666	0.13333333333333333	0.2222222222222222
22	199.7.83.42	North-Central_1000	1	-1.0	0	0.40625	0.8666666666666667	0.43333333333333335	0.5777777777777778
12	199.7.83.42	North-Central_1000	1	0.5	0	0.06666666666666667	1.0	0.06666666666666667	0.125
4	199.7.83.42	North-Central_1000	1	1.0	0	0.22580645161290322	0.875	0.23333333333333334	0.3684210526315789
13	199.7.83.42	North-Central_1000	1	5.0	0	0.40625	0.8666666666666667	0.43333333333333335	0.5777777777777778
7	199.7.83.42	North-Central_1000	1	10.0	0	0.40625	0.8666666666666667	0.43333333333333335	0.5777777777777778
5	199.7.83.42	North-Central_1000	1	20.0	0	0.40625	0.8666666666666667	0.43333333333333335	0.5777777777777778
10	199.7.83.42	North-Central_1000	1	30.0	0	0.40625	0.8666666666666667	0.43333333333333335	0.5777777777777778
21	199.7.83.42	North-Central_300	1	-1.0	0	0.3225806451612903	0.9090909090909091	0.3333333333333333	0.4878048780487804
9	199.7.83.42	North-Central_300	1	1.0	0	0.06666666666666667	1.0	0.06666666666666667	0.125
0	199.7.83.42	North-Central_300	1	5.0	0	0.2903225806451613	0.9	0.3	0.45000000000000007
23	199.7.83.42	North-Central_300	1	10.0	0	0.3225806451612903	0.9090909090909091	0.3333333333333333	0.4878048780487804
6	199.7.83.42	North-Central_300	1	20.0	0	0.3225806451612903	0.9090909090909091	0.3333333333333333	0.4878048780487804
2	199.7.83.42	North-Central_300	1	30.0	0	0.3225806451612903	0.9090909090909091	0.3333333333333333	0.4878048780487804
15	199.7.83.42	North-Central_500	1	-1.0	0	0.41935483870967744	0.9285714285714286	0.43333333333333335	0.5909090909090909
16	199.7.83.42	North-Central_500	1	1.0	0	0.2	1.0	0.2	0.33333333333333337
14	199.7.83.42	North-Central_500	1	5.0	0	0.41935483870967744	0.9285714285714286	0.43333333333333335	0.5909090909090909
18	199.7.83.42	North-Central_500	1	10.0	0	0.41935483870967744	0.9285714285714286	0.43333333333333335	0.5909090909090909
17	199.7.83.42	North-Central_500	1	20.0	0	0.41935483870967744	0.9285714285714286	0.43333333333333335	0.5909090909090909
19	199.7.83.42	North-Central_500	1	30.0	0	0.41935483870967744	0.9285714285714286	0.43333333333333335	0.5909090909090909
