	target	probes_filename	alpha	threshold	noise	accuracy	precision	recall	f1	TP	FP	TN	FN
12	199.7.91.13	North-Central_100	1	-1.0	0	0.2127659574468085	0.8333333333333334	0.2222222222222222	0.3508771929824561	10	2	0	35
16	199.7.91.13	North-Central_100	1	5.0	0	0.19148936170212766	0.8181818181818182	0.2	0.32142857142857145	9	2	0	36
20	199.7.91.13	North-Central_100	1	10.0	0	0.2127659574468085	0.8333333333333334	0.2222222222222222	0.3508771929824561	10	2	0	35
1	199.7.91.13	North-Central_100	1	20.0	0	0.2127659574468085	0.8333333333333334	0.2222222222222222	0.3508771929824561	10	2	0	35
7	199.7.91.13	North-Central_100	1	30.0	0	0.2127659574468085	0.8333333333333334	0.2222222222222222	0.3508771929824561	10	2	0	35
4	199.7.91.13	North-Central_1000	1	-1.0	0	0.5652173913043478	0.9285714285714286	0.5909090909090909	0.7222222222222223	26	2	0	18
6	199.7.91.13	North-Central_1000	1	0.5	0	0.044444444444444446	1.0	0.044444444444444446	0.0851063829787234	2	0	0	43
3	199.7.91.13	North-Central_1000	1	1.0	0	0.3333333333333333	0.9375	0.3409090909090909	0.5	15	1	0	29
22	199.7.91.13	North-Central_1000	1	5.0	0	0.5652173913043478	0.9285714285714286	0.5909090909090909	0.7222222222222223	26	2	0	18
23	199.7.91.13	North-Central_1000	1	10.0	0	0.5652173913043478	0.9285714285714286	0.5909090909090909	0.7222222222222223	26	2	0	18
19	199.7.91.13	North-Central_1000	1	20.0	0	0.5652173913043478	0.9285714285714286	0.5909090909090909	0.7222222222222223	26	2	0	18
15	199.7.91.13	North-Central_1000	1	30.0	0	0.5652173913043478	0.9285714285714286	0.5909090909090909	0.7222222222222223	26	2	0	18
0	199.7.91.13	North-Central_300	1	-1.0	0	0.2978723404255319	0.8235294117647058	0.3181818181818182	0.45901639344262296	14	3	0	30
13	199.7.91.13	North-Central_300	1	1.0	0	0.09090909090909091	1.0	0.09090909090909091	0.16666666666666669	4	0	0	40
2	199.7.91.13	North-Central_300	1	5.0	0	0.2765957446808511	0.8125	0.29545454545454547	0.4333333333333334	13	3	0	31
11	199.7.91.13	North-Central_300	1	10.0	0	0.2978723404255319	0.8235294117647058	0.3181818181818182	0.45901639344262296	14	3	0	30
9	199.7.91.13	North-Central_300	1	20.0	0	0.2978723404255319	0.8235294117647058	0.3181818181818182	0.45901639344262296	14	3	0	30
5	199.7.91.13	North-Central_300	1	30.0	0	0.2978723404255319	0.8235294117647058	0.3181818181818182	0.45901639344262296	14	3	0	30
21	199.7.91.13	North-Central_500	1	-1.0	0	0.4888888888888889	0.9565217391304348	0.5	0.6567164179104478	22	1	0	22
14	199.7.91.13	North-Central_500	1	1.0	0	0.2727272727272727	1.0	0.2727272727272727	0.42857142857142855	12	0	0	32
10	199.7.91.13	North-Central_500	1	5.0	0	0.4888888888888889	0.9565217391304348	0.5	0.6567164179104478	22	1	0	22
17	199.7.91.13	North-Central_500	1	10.0	0	0.4888888888888889	0.9565217391304348	0.5	0.6567164179104478	22	1	0	22
8	199.7.91.13	North-Central_500	1	20.0	0	0.4888888888888889	0.9565217391304348	0.5	0.6567164179104478	22	1	0	22
18	199.7.91.13	North-Central_500	1	30.0	0	0.4888888888888889	0.9565217391304348	0.5	0.6567164179104478	22	1	0	22
