	target	probes_filename	alpha	threshold	noise	accuracy	precision	recall	f1
2	193.0.14.129	North-Central_100	0.0	-1	0	0.06976744186046512	0.375	0.07894736842105263	0.13043478260869565
23	193.0.14.129	North-Central_100	0.1	-1	0	0.06976744186046512	0.375	0.07894736842105263	0.13043478260869565
37	193.0.14.129	North-Central_100	0.2	-1	0	0.12195121951219512	0.625	0.13157894736842105	0.21739130434782608
11	193.0.14.129	North-Central_100	0.3	-1	0	0.12195121951219512	0.625	0.13157894736842105	0.21739130434782608
26	193.0.14.129	North-Central_100	0.4	-1	0	0.12195121951219512	0.625	0.13157894736842105	0.21739130434782608
41	193.0.14.129	North-Central_100	0.5	-1	0	0.15	0.75	0.15789473684210525	0.2608695652173913
35	193.0.14.129	North-Central_100	0.6	-1	0	0.15	0.75	0.15789473684210525	0.2608695652173913
40	193.0.14.129	North-Central_100	0.7	-1	0	0.1794871794871795	0.875	0.18421052631578946	0.30434782608695654
8	193.0.14.129	North-Central_100	0.8	-1	0	0.1794871794871795	0.875	0.18421052631578946	0.30434782608695654
6	193.0.14.129	North-Central_100	0.9	-1	0	0.175	0.875	0.1794871794871795	0.2978723404255319
7	193.0.14.129	North-Central_100	1.0	-1	0	0.175	0.875	0.1794871794871795	0.2978723404255319
25	193.0.14.129	North-Central_1000	0.0	-1	0	0.3409090909090909	0.7142857142857143	0.39473684210526316	0.5084745762711864
21	193.0.14.129	North-Central_1000	0.1	-1	0	0.38095238095238093	0.8	0.42105263157894735	0.5517241379310345
24	193.0.14.129	North-Central_1000	0.2	-1	0	0.38095238095238093	0.8	0.42105263157894735	0.5517241379310345
12	193.0.14.129	North-Central_1000	0.3	-1	0	0.38095238095238093	0.8	0.42105263157894735	0.5517241379310345
15	193.0.14.129	North-Central_1000	0.4	-1	0	0.38095238095238093	0.8	0.42105263157894735	0.5517241379310345
36	193.0.14.129	North-Central_1000	0.5	-1	0	0.45	0.9	0.47368421052631576	0.6206896551724138
22	193.0.14.129	North-Central_1000	0.6	-1	0	0.5263157894736842	1.0	0.5263157894736842	0.6896551724137931
32	193.0.14.129	North-Central_1000	0.7	-1	0	0.5128205128205128	1.0	0.5128205128205128	0.6779661016949152
38	193.0.14.129	North-Central_1000	0.8	-1	0	0.5128205128205128	1.0	0.5128205128205128	0.6779661016949152
4	193.0.14.129	North-Central_1000	0.9	-1	0	0.5128205128205128	1.0	0.5128205128205128	0.6779661016949152
27	193.0.14.129	North-Central_1000	1.0	-1	0	0.5128205128205128	1.0	0.5128205128205128	0.6779661016949152
39	193.0.14.129	North-Central_300	0.0	-1	0	0.15217391304347827	0.5	0.1794871794871795	0.2641509433962264
16	193.0.14.129	North-Central_300	0.1	-1	0	0.15217391304347827	0.5	0.1794871794871795	0.2641509433962264
0	193.0.14.129	North-Central_300	0.2	-1	0	0.15217391304347827	0.5	0.1794871794871795	0.2641509433962264
20	193.0.14.129	North-Central_300	0.3	-1	0	0.15217391304347827	0.5	0.1794871794871795	0.2641509433962264
30	193.0.14.129	North-Central_300	0.4	-1	0	0.17777777777777778	0.5714285714285714	0.20512820512820512	0.3018867924528302
19	193.0.14.129	North-Central_300	0.5	-1	0	0.2926829268292683	0.8571428571428571	0.3076923076923077	0.45283018867924535
34	193.0.14.129	North-Central_300	0.6	-1	0	0.3333333333333333	0.9285714285714286	0.34210526315789475	0.5
13	193.0.14.129	North-Central_300	0.7	-1	0	0.325	0.9285714285714286	0.3333333333333333	0.4905660377358491
29	193.0.14.129	North-Central_300	0.8	-1	0	0.325	0.9285714285714286	0.3333333333333333	0.4905660377358491
14	193.0.14.129	North-Central_300	0.9	-1	0	0.325	0.9285714285714286	0.3333333333333333	0.4905660377358491
1	193.0.14.129	North-Central_300	1.0	-1	0	0.325	0.9285714285714286	0.3333333333333333	0.4905660377358491
31	193.0.14.129	North-Central_500	0.0	-1	0	0.1836734693877551	0.45	0.23684210526315788	0.3103448275862069
9	193.0.14.129	North-Central_500	0.1	-1	0	0.13725490196078433	0.35	0.18421052631578946	0.24137931034482757
28	193.0.14.129	North-Central_500	0.2	-1	0	0.13725490196078433	0.35	0.18421052631578946	0.24137931034482757
3	193.0.14.129	North-Central_500	0.3	-1	0	0.1875	0.47368421052631576	0.23684210526315788	0.3157894736842105
5	193.0.14.129	North-Central_500	0.4	-1	0	0.3023255813953488	0.7222222222222222	0.34210526315789475	0.46428571428571425
33	193.0.14.129	North-Central_500	0.5	-1	0	0.3333333333333333	0.7777777777777778	0.3684210526315789	0.5
10	193.0.14.129	North-Central_500	0.6	-1	0	0.4	0.8888888888888888	0.42105263157894735	0.5714285714285714
43	193.0.14.129	North-Central_500	0.7	-1	0	0.4	0.8888888888888888	0.42105263157894735	0.5714285714285714
42	193.0.14.129	North-Central_500	0.8	-1	0	0.4	0.8888888888888888	0.42105263157894735	0.5714285714285714
17	193.0.14.129	North-Central_500	0.9	-1	0	0.3902439024390244	0.8888888888888888	0.41025641025641024	0.5614035087719298
18	193.0.14.129	North-Central_500	1.0	-1	0	0.38095238095238093	0.8421052631578947	0.41025641025641024	0.5517241379310346
