	target	probes_filename	alpha	threshold	noise	accuracy	precision	recall	f1	TP	FP	TN	FN
14	198.97.190.53	North-Central_100	1	-1.0	0	0.3333333333333333	0.5	0.5	0.5	1	1	0	1
12	198.97.190.53	North-Central_100	1	5.0	0	0.3333333333333333	0.5	0.5	0.5	1	1	0	1
4	198.97.190.53	North-Central_100	1	10.0	0	0.3333333333333333	0.5	0.5	0.5	1	1	0	1
5	198.97.190.53	North-Central_100	1	20.0	0	0.3333333333333333	0.5	0.5	0.5	1	1	0	1
15	198.97.190.53	North-Central_100	1	30.0	0	0.3333333333333333	0.5	0.5	0.5	1	1	0	1
21	198.97.190.53	North-Central_1000	1	-1.0	0	0.5	0.5	1.0	0.6666666666666666	2	2	0	0
18	198.97.190.53	North-Central_1000	1	1.0	0	1.0	1.0	1.0	1.0	2	0	0	0
13	198.97.190.53	North-Central_1000	1	5.0	0	0.6666666666666666	0.6666666666666666	1.0	0.8	2	1	0	0
10	198.97.190.53	North-Central_1000	1	10.0	0	0.5	0.5	1.0	0.6666666666666666	2	2	0	0
9	198.97.190.53	North-Central_1000	1	20.0	0	0.5	0.5	1.0	0.6666666666666666	2	2	0	0
8	198.97.190.53	North-Central_1000	1	30.0	0	0.5	0.5	1.0	0.6666666666666666	2	2	0	0
16	198.97.190.53	North-Central_300	1	-1.0	0	0.6666666666666666	0.6666666666666666	1.0	0.8	2	1	0	0
2	198.97.190.53	North-Central_300	1	5.0	0	0.6666666666666666	0.6666666666666666	1.0	0.8	2	1	0	0
19	198.97.190.53	North-Central_300	1	10.0	0	0.6666666666666666	0.6666666666666666	1.0	0.8	2	1	0	0
0	198.97.190.53	North-Central_300	1	20.0	0	0.6666666666666666	0.6666666666666666	1.0	0.8	2	1	0	0
6	198.97.190.53	North-Central_300	1	30.0	0	0.6666666666666666	0.6666666666666666	1.0	0.8	2	1	0	0
7	198.97.190.53	North-Central_500	1	-1.0	0	1.0	1.0	1.0	1.0	2	0	0	0
3	198.97.190.53	North-Central_500	1	1.0	0	1.0	1.0	1.0	1.0	2	0	0	0
20	198.97.190.53	North-Central_500	1	5.0	0	1.0	1.0	1.0	1.0	2	0	0	0
1	198.97.190.53	North-Central_500	1	10.0	0	1.0	1.0	1.0	1.0	2	0	0	0
11	198.97.190.53	North-Central_500	1	20.0	0	1.0	1.0	1.0	1.0	2	0	0	0
17	198.97.190.53	North-Central_500	1	30.0	0	1.0	1.0	1.0	1.0	2	0	0	0
